sample_id,sample_position,group_index,frame_index,base_candidate_kl,singleton_candidate_kl,singleton_kl_benefit,base_teacher_margin,singleton_teacher_margin,singleton_margin_benefit
vsi_question_3132,73,65,1,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,66,1,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,67,1,0.025021575391292572,0.028246089816093445,-0.003224514424800873,0.375,0.375,0.0
vsi_question_3132,73,68,1,0.025021575391292572,0.020507201552391052,0.00451437383890152,0.375,0.25,-0.125
vsi_question_3132,73,69,1,0.025021575391292572,0.023028045892715454,0.001993529498577118,0.375,0.25,-0.125
vsi_question_3132,73,70,1,0.025021575391292572,0.028246089816093445,-0.003224514424800873,0.375,0.375,0.0
vsi_question_3132,73,71,1,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,72,1,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,73,1,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,74,1,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,75,1,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,76,1,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,77,1,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,78,1,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,79,1,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,80,1,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,81,1,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,82,1,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,83,1,0.025021575391292572,0.02205287665128708,0.002968698740005493,0.375,0.375,0.0
vsi_question_3132,73,84,1,0.025021575391292572,0.032606080174446106,-0.007584504783153534,0.375,0.5,0.125
vsi_question_3132,73,85,1,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,86,1,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,87,1,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,88,1,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,89,1,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,90,1,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,91,1,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,92,1,0.025021575391292572,0.012746680527925491,0.01227489486336708,0.375,0.125,-0.25
vsi_question_3132,73,93,1,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,94,1,0.025021575391292572,0.033931247889995575,-0.008909672498703003,0.375,0.375,0.0
vsi_question_3132,73,95,1,0.025021575391292572,0.01741405576467514,0.007607519626617432,0.375,0.125,-0.25
vsi_question_3132,73,96,1,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,97,1,0.025021575391292572,0.013932865113019943,0.011088710278272629,0.375,0.125,-0.25
vsi_question_3132,73,98,2,0.025021575391292572,0.02013465389609337,0.0048869214951992035,0.375,0.0,-0.375
vsi_question_3132,73,99,2,0.025021575391292572,0.019920706748962402,0.00510086864233017,0.375,0.375,0.0
vsi_question_3132,73,100,2,0.025021575391292572,0.008220639079809189,0.016800936311483383,0.375,0.125,-0.25
vsi_question_3132,73,101,2,0.025021575391292572,0.0073399730026721954,0.017681602388620377,0.375,0.125,-0.25
vsi_question_3132,73,102,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,103,2,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,104,2,0.025021575391292572,0.012746680527925491,0.01227489486336708,0.375,0.125,-0.25
vsi_question_3132,73,105,2,0.025021575391292572,0.013673882931470871,0.011347692459821701,0.375,0.125,-0.25
vsi_question_3132,73,106,2,0.025021575391292572,0.05390235036611557,-0.028880774974822998,0.375,0.625,0.25
vsi_question_3132,73,107,2,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,108,2,0.025021575391292572,0.043243855237960815,-0.018222279846668243,0.375,0.625,0.25
vsi_question_3132,73,109,2,0.025021575391292572,0.02205287665128708,0.002968698740005493,0.375,0.375,0.0
vsi_question_3132,73,110,2,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,111,2,0.025021575391292572,0.02205287665128708,0.002968698740005493,0.375,0.375,0.0
vsi_question_3132,73,112,2,0.025021575391292572,0.023564934730529785,0.0014566406607627869,0.375,0.5,0.125
vsi_question_3132,73,113,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,114,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,115,2,0.025021575391292572,0.020507201552391052,0.00451437383890152,0.375,0.25,-0.125
vsi_question_3132,73,116,2,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,117,2,0.025021575391292572,0.020663723349571228,0.004357852041721344,0.375,0.25,-0.125
vsi_question_3132,73,118,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,119,2,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,120,2,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,121,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,122,2,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,123,2,0.025021575391292572,0.020663723349571228,0.004357852041721344,0.375,0.25,-0.125
vsi_question_3132,73,124,2,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,125,2,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,126,2,0.025021575391292572,0.008220639079809189,0.016800936311483383,0.375,0.125,-0.25
vsi_question_3132,73,127,2,0.025021575391292572,0.013932865113019943,0.011088710278272629,0.375,0.125,-0.25
vsi_question_3132,73,128,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,129,2,0.025021575391292572,0.020663723349571228,0.004357852041721344,0.375,0.25,-0.125
vsi_question_3132,73,130,2,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,131,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,132,2,0.025021575391292572,0.01969357207417488,0.005328003317117691,0.375,0.125,-0.25
vsi_question_3132,73,133,2,0.025021575391292572,0.012746680527925491,0.01227489486336708,0.375,0.125,-0.25
vsi_question_3132,73,134,2,0.025021575391292572,0.018501661717891693,0.006519913673400879,0.375,0.375,0.0
vsi_question_3132,73,135,2,0.025021575391292572,0.028246089816093445,-0.003224514424800873,0.375,0.375,0.0
vsi_question_3132,73,136,2,0.025021575391292572,0.03116758167743683,-0.006146006286144257,0.375,0.375,0.0
vsi_question_3132,73,137,2,0.025021575391292572,0.020663723349571228,0.004357852041721344,0.375,0.25,-0.125
vsi_question_3132,73,138,2,0.025021575391292572,0.020663723349571228,0.004357852041721344,0.375,0.25,-0.125
vsi_question_3132,73,139,2,0.025021575391292572,0.013932865113019943,0.011088710278272629,0.375,0.125,-0.25
vsi_question_3132,73,140,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,141,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,142,2,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,143,2,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,144,2,0.025021575391292572,0.02205287665128708,0.002968698740005493,0.375,0.375,0.0
vsi_question_3132,73,145,2,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,146,2,0.025021575391292572,0.03135562688112259,-0.006334051489830017,0.375,0.5,0.125
vsi_question_3132,73,147,3,0.025021575391292572,0.030903279781341553,-0.005881704390048981,0.375,0.5,0.125
vsi_question_3132,73,148,3,0.025021575391292572,0.02115693688392639,0.0038646385073661804,0.375,0.125,-0.25
vsi_question_3132,73,149,3,0.025021575391292572,0.03206335008144379,-0.007041774690151215,0.375,0.375,0.0
vsi_question_3132,73,150,3,0.025021575391292572,0.013932865113019943,0.011088710278272629,0.375,0.125,-0.25
vsi_question_3132,73,151,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,152,3,0.025021575391292572,0.03135562688112259,-0.006334051489830017,0.375,0.5,0.125
vsi_question_3132,73,153,3,0.025021575391292572,0.02115693688392639,0.0038646385073661804,0.375,0.125,-0.25
vsi_question_3132,73,154,3,0.025021575391292572,0.02723630517721176,-0.0022147297859191895,0.375,0.5,0.125
vsi_question_3132,73,155,3,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,156,3,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,157,3,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,158,3,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,159,3,0.025021575391292572,0.014388330280780792,0.01063324511051178,0.375,0.25,-0.125
vsi_question_3132,73,160,3,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,161,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,162,3,0.025021575391292572,0.022379353642463684,0.002642221748828888,0.375,0.25,-0.125
vsi_question_3132,73,163,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,164,3,0.025021575391292572,0.030903279781341553,-0.005881704390048981,0.375,0.5,0.125
vsi_question_3132,73,165,3,0.025021575391292572,0.03135562688112259,-0.006334051489830017,0.375,0.5,0.125
vsi_question_3132,73,166,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,167,3,0.025021575391292572,0.020663723349571228,0.004357852041721344,0.375,0.25,-0.125
vsi_question_3132,73,168,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,169,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,170,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,171,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,172,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,173,3,0.025021575391292572,0.025216788053512573,-0.00019521266222000122,0.375,0.375,0.0
vsi_question_3132,73,174,3,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,175,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,176,3,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,177,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,178,3,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,179,3,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,180,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,181,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,182,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,183,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,184,3,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,185,3,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,186,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,187,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,188,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,189,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,190,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,191,3,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,192,3,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,193,3,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,194,3,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,195,3,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,196,4,0.025021575391292572,0.03238797187805176,-0.007366396486759186,0.375,0.375,0.0
vsi_question_3132,73,197,4,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,198,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,199,4,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,200,4,0.025021575391292572,0.03752588480710983,-0.01250430941581726,0.375,0.5,0.125
vsi_question_3132,73,201,4,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,202,4,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,203,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,204,4,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,205,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,206,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,207,4,0.025021575391292572,0.032606080174446106,-0.007584504783153534,0.375,0.5,0.125
vsi_question_3132,73,208,4,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,209,4,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,210,4,0.025021575391292572,0.022534698247909546,0.002486877143383026,0.375,0.5,0.125
vsi_question_3132,73,211,4,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,212,4,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,213,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,214,4,0.025021575391292572,0.03638513386249542,-0.01136355847120285,0.375,0.625,0.25
vsi_question_3132,73,215,4,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,216,4,0.025021575391292572,0.016331635415554047,0.008689939975738525,0.375,0.25,-0.125
vsi_question_3132,73,217,4,0.025021575391292572,0.026601001620292664,-0.0015794262290000916,0.375,0.5,0.125
vsi_question_3132,73,218,4,0.025021575391292572,0.018501661717891693,0.006519913673400879,0.375,0.375,0.0
vsi_question_3132,73,219,4,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,220,4,0.025021575391292572,0.03135562688112259,-0.006334051489830017,0.375,0.5,0.125
vsi_question_3132,73,221,4,0.025021575391292572,0.022534698247909546,0.002486877143383026,0.375,0.5,0.125
vsi_question_3132,73,222,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,223,4,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,224,4,0.025021575391292572,0.00946851447224617,0.015553060919046402,0.375,0.25,-0.125
vsi_question_3132,73,225,4,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,226,4,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,227,4,0.025021575391292572,0.022534698247909546,0.002486877143383026,0.375,0.5,0.125
vsi_question_3132,73,228,4,0.025021575391292572,0.00946851447224617,0.015553060919046402,0.375,0.25,-0.125
vsi_question_3132,73,229,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,230,4,0.025021575391292572,0.018501661717891693,0.006519913673400879,0.375,0.375,0.0
vsi_question_3132,73,231,4,0.025021575391292572,0.018501661717891693,0.006519913673400879,0.375,0.375,0.0
vsi_question_3132,73,232,4,0.025021575391292572,0.03116758167743683,-0.006146006286144257,0.375,0.375,0.0
vsi_question_3132,73,233,4,0.025021575391292572,0.020663723349571228,0.004357852041721344,0.375,0.25,-0.125
vsi_question_3132,73,234,4,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,235,4,0.025021575391292572,0.014268055558204651,0.010753519833087921,0.375,0.25,-0.125
vsi_question_3132,73,236,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,237,4,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,238,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,239,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,240,4,0.025021575391292572,0.018501661717891693,0.006519913673400879,0.375,0.375,0.0
vsi_question_3132,73,241,4,0.025021575391292572,0.030903279781341553,-0.005881704390048981,0.375,0.5,0.125
vsi_question_3132,73,242,4,0.025021575391292572,0.03116758167743683,-0.006146006286144257,0.375,0.375,0.0
vsi_question_3132,73,243,4,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,244,4,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
vsi_question_3132,73,245,5,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,246,5,0.025021575391292572,0.02407204359769821,0.0009495317935943604,0.375,0.375,0.0
vsi_question_3132,73,247,5,0.025021575391292572,0.011201009154319763,0.013820566236972809,0.375,0.25,-0.125
vsi_question_3132,73,248,5,0.025021575391292572,0.01747605949640274,0.0075455158948898315,0.375,0.375,0.0
vsi_question_3132,73,249,5,0.025021575391292572,0.020762652158737183,0.004258923232555389,0.375,0.25,-0.125
vsi_question_3132,73,250,5,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,251,5,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,252,5,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,253,5,0.025021575391292572,0.027388237416744232,-0.00236666202545166,0.375,0.375,0.0
vsi_question_3132,73,254,5,0.025021575391292572,0.025021575391292572,0.0,0.375,0.375,0.0
vsi_question_3132,73,255,5,0.025021575391292572,0.02723630517721176,-0.0022147297859191895,0.375,0.5,0.125
vsi_question_3132,73,256,5,0.025021575391292572,0.019152246415615082,0.00586932897567749,0.375,0.375,0.0
