sample_id,group_index,frame_index,residual_energy,query_score,target_gradient_risk,selected_by_residual,selected_by_query,selected_by_risk
vsi_question_1320,29,0,129.19081115722656,-0.022581370547413826,0.0013856393052265048,1,0,0
vsi_question_1320,30,0,88.96578216552734,-0.009976623579859734,0.005284980405122042,0,0,1
vsi_question_1320,31,0,70.85269165039062,0.017564184963703156,0.0,0,0,0
vsi_question_1320,32,0,142.799072265625,-0.015108360908925533,0.0,1,0,0
vsi_question_1320,33,0,176.75454711914062,-0.01324971579015255,0.00035054507316090167,1,0,0
vsi_question_1320,34,0,79.87327575683594,-0.0020689484663307667,0.004053057637065649,0,0,0
vsi_question_1320,35,0,154.70291137695312,0.009173240512609482,0.0,1,0,0
vsi_question_1320,36,0,161.20950317382812,-0.019663263112306595,0.0,1,0,0
vsi_question_1320,37,0,138.1187744140625,-0.00526581984013319,0.0,1,0,0
vsi_question_1320,38,0,229.33355712890625,0.015821347013115883,0.002119941171258688,1,0,0
vsi_question_1320,39,0,86.97040557861328,0.0011095190420746803,0.0,0,0,0
vsi_question_1320,40,0,127.61148071289062,-0.01814049482345581,0.0003992056881543249,1,0,0
vsi_question_1320,41,0,83.27742767333984,0.020159684121608734,0.0,0,0,0
vsi_question_1320,42,0,76.18675231933594,0.019099073484539986,0.0,0,0,0
vsi_question_1320,43,0,84.78753662109375,-0.01188420969992876,0.006678605917841196,0,0,1
vsi_question_1320,44,0,109.31529998779297,-0.0021223686635494232,0.0,1,0,0
vsi_question_1320,45,0,53.682899475097656,0.044437654316425323,0.005760743748396635,0,1,1
vsi_question_1320,46,0,66.55439758300781,0.03259703516960144,0.0,0,1,0
vsi_question_1320,47,0,72.17021179199219,0.01625528372824192,0.001823249738663435,0,0,0
vsi_question_1320,48,0,85.48143005371094,0.04806279018521309,0.014418680220842361,0,1,1
vsi_question_1320,49,1,47.40348434448242,0.050872236490249634,0.011180681176483631,0,1,1
vsi_question_1320,50,1,31.025615692138672,0.013020012527704239,0.00046182741061784327,0,0,0
vsi_question_1320,51,1,66.98821258544922,0.030594106763601303,0.011389716528356075,0,1,1
vsi_question_1320,52,1,79.63290405273438,0.048106007277965546,0.0,0,1,0
vsi_question_1320,53,1,50.26061248779297,0.023569254204630852,0.0,0,1,0
vsi_question_1320,54,1,39.36863708496094,0.017744310200214386,0.004851520527154207,0,0,0
vsi_question_1320,55,1,71.00357818603516,0.025402233004570007,0.0,0,1,0
vsi_question_1320,56,1,44.87724304199219,0.02968013286590576,0.007011110428720713,0,1,1
vsi_question_1320,57,1,49.89705276489258,0.0030456911772489548,0.0,0,0,0
vsi_question_1320,58,1,49.30681228637695,0.0012836884707212448,0.0013103358214721084,0,0,0
vsi_question_1320,59,1,61.734798431396484,0.025715146213769913,0.002678841119632125,0,1,0
vsi_question_1320,60,1,32.10457992553711,0.007510373368859291,0.0,0,0,0
vsi_question_1320,61,1,44.313385009765625,0.006996383890509605,0.0026412128936499357,0,0,0
vsi_question_1320,62,1,67.11906433105469,0.008132687769830227,0.0,0,0,0
vsi_question_1320,63,1,78.89334869384766,0.008209401741623878,0.0,0,0,0
vsi_question_1320,64,1,29.87411880493164,0.017129281535744667,0.0006981334299780428,0,0,0
vsi_question_1320,65,1,55.777244567871094,0.000596189871430397,0.0,0,0,0
vsi_question_1320,66,1,92.38140869140625,0.010664105415344238,0.0,0,0,0
vsi_question_1320,67,1,46.4764518737793,0.008456726558506489,0.0,0,0,0
vsi_question_1320,68,1,110.3117904663086,0.010631543584167957,0.005990917328745127,1,0,1
vsi_question_1320,69,1,55.861572265625,0.012456296943128109,0.00841345265507698,0,0,1
vsi_question_1320,70,1,101.12841796875,0.0038823182694613934,0.0,1,0,0
vsi_question_1320,71,1,67.02041625976562,-0.007686524651944637,0.001741408952511847,0,0,0
vsi_question_1320,72,1,90.14456939697266,-0.010771039873361588,0.0016537904739379883,0,0,0
vsi_question_1320,73,1,85.42920684814453,0.0052733332850039005,0.00782665703445673,0,0,1
vsi_question_1320,74,1,74.89542388916016,0.013359179720282555,0.0,0,0,0
vsi_question_1320,75,1,69.40771484375,0.0298739206045866,0.003637244226410985,0,1,0
vsi_question_1320,76,1,58.59701919555664,0.022686172276735306,0.005452480632811785,0,1,1
vsi_question_1320,77,1,91.10352325439453,-0.0023988191969692707,0.003951929975301027,0,0,0
vsi_question_1320,78,1,102.8086166381836,0.0010778577998280525,0.004854022990912199,1,0,0
vsi_question_1320,79,1,84.77840423583984,0.005474646110087633,0.0,0,0,0
vsi_question_1320,80,1,66.6285629272461,0.017608704045414925,0.0011028399458155036,0,0,0
vsi_question_1320,81,1,34.31569290161133,0.0059892479330301285,0.0009784119902178645,0,0,0
vsi_question_1320,82,1,141.2506866455078,-0.0011936211958527565,0.0,1,0,0
vsi_question_1320,83,1,83.46656799316406,0.02235228754580021,0.014966048300266266,0,1,1
vsi_question_1320,84,1,179.16439819335938,0.00972690712660551,0.001872206456027925,1,0,0
vsi_question_1320,85,1,64.53569030761719,0.009952336549758911,0.0017036081990227103,0,0,0
vsi_question_1320,86,1,55.59383773803711,0.010365883819758892,0.006186781916767359,0,0,1
vsi_question_1320,87,1,248.8111114501953,0.01712026074528694,0.0,1,0,0
vsi_question_1320,88,1,75.77674102783203,-0.005402879789471626,0.0,0,0,0
vsi_question_1320,89,1,94.38851165771484,0.006256984081119299,0.0,1,0,0
vsi_question_1320,90,1,68.59095001220703,0.03296203911304474,0.0,0,1,0
vsi_question_1320,91,1,68.91864776611328,0.02674722671508789,0.007543116342276335,0,1,1
vsi_question_1320,92,1,71.2503890991211,0.00481153279542923,0.0006471002125181258,0,0,0
vsi_question_1320,93,1,40.4057502746582,0.033356186002492905,0.006503684911876917,0,1,1
vsi_question_1320,94,1,79.51138305664062,0.043561093509197235,0.004684838466346264,0,1,0
vsi_question_1320,95,1,90.3631362915039,0.04432643577456474,0.019909191876649857,0,1,1
vsi_question_1320,96,1,68.83013916015625,0.03106638602912426,0.005208578426390886,0,1,1
vsi_question_1320,97,1,51.01408004760742,0.060336921364068985,0.0,0,1,0
vsi_question_1320,98,2,76.7372817993164,0.031082969158887863,0.00699445279315114,0,1,1
vsi_question_1320,99,2,49.74641418457031,0.019632671028375626,0.0008656186400912702,0,0,0
vsi_question_1320,100,2,62.55532455444336,0.02755037695169449,0.005350425839424133,0,1,1
vsi_question_1320,101,2,59.14539337158203,0.04361366480588913,0.0,0,1,0
vsi_question_1320,102,2,71.32217407226562,0.017363879829645157,0.0010114008327946067,0,0,0
vsi_question_1320,103,2,55.59804153442383,0.01100887544453144,5.582696758210659e-05,0,0,0
vsi_question_1320,104,2,77.13383483886719,0.03451923280954361,0.0,0,1,0
vsi_question_1320,105,2,58.65884017944336,0.02221035212278366,0.0,0,1,0
vsi_question_1320,106,2,53.27634811401367,0.008569160476326942,0.0006374925724230707,0,0,0
vsi_question_1320,107,2,63.72065734863281,0.01400509849190712,0.0,0,0,0
vsi_question_1320,108,2,54.99116516113281,0.04739611595869064,0.0,0,1,0
vsi_question_1320,109,2,79.99075317382812,0.012315337546169758,0.004842236638069153,0,0,0
vsi_question_1320,110,2,51.20384979248047,-0.008400917053222656,0.0008145116153173149,0,0,0
vsi_question_1320,111,2,69.7880630493164,0.021286476403474808,0.005295203533023596,0,1,1
vsi_question_1320,112,2,124.50225830078125,0.008554346859455109,0.012596633285284042,1,0,1
vsi_question_1320,113,2,101.62345886230469,0.0037220316007733345,0.0019789915531873703,1,0,0
vsi_question_1320,114,2,90.22510528564453,-0.004705575294792652,0.0,0,0,0
vsi_question_1320,115,2,83.62388610839844,0.03437797725200653,0.0,0,1,0
vsi_question_1320,116,2,135.0194854736328,0.0011971453204751015,0.0018894411623477936,1,0,0
vsi_question_1320,117,2,46.624351501464844,0.0038991812616586685,0.0,0,0,0
vsi_question_1320,118,2,81.81990051269531,0.028398068621754646,0.0019398733275011182,0,1,0
vsi_question_1320,119,2,135.2774658203125,0.0029661492444574833,0.012273012660443783,1,0,1
vsi_question_1320,120,2,104.8637466430664,-0.006608136929571629,0.00020038336515426636,1,0,0
vsi_question_1320,121,2,95.95065307617188,-0.003439345397055149,0.0,1,0,0
vsi_question_1320,122,2,123.84464263916016,0.00896419957280159,0.0,1,0,0
vsi_question_1320,123,2,97.4139175415039,0.007706689648330212,0.0,1,0,0
vsi_question_1320,124,2,87.4176254272461,0.013363437727093697,0.0004531807790044695,0,0,0
vsi_question_1320,125,2,91.05294799804688,0.020558305084705353,0.005944386590272188,0,1,1
vsi_question_1320,126,2,69.55902862548828,0.012764204293489456,0.0,0,0,0
vsi_question_1320,127,2,59.55463409423828,-0.0027627218514680862,0.0,0,0,0
vsi_question_1320,128,2,86.59226989746094,-0.006885966286063194,0.0007860618061386049,0,0,0
vsi_question_1320,129,2,60.351768493652344,0.0199211947619915,0.0008790592546574771,0,0,0
vsi_question_1320,130,2,87.85237884521484,-0.0017969124019145966,0.0,0,0,0
vsi_question_1320,131,2,83.420654296875,-0.002765309065580368,0.003446711925789714,0,0,0
vsi_question_1320,132,2,66.4306869506836,0.030805591493844986,0.0050377873703837395,0,1,0
vsi_question_1320,133,2,162.3637237548828,0.018907640129327774,0.0031255781650543213,1,0,0
vsi_question_1320,134,2,94.720458984375,0.006346790120005608,0.002792356302961707,1,0,0
vsi_question_1320,135,2,86.44462585449219,-0.00011519715189933777,0.0005526749300770462,0,0,0
vsi_question_1320,136,2,259.4950866699219,0.020089782774448395,0.00901260320097208,1,0,1
vsi_question_1320,137,2,46.51298141479492,0.012693919241428375,0.0,0,0,0
vsi_question_1320,138,2,106.7322769165039,0.005135020241141319,0.0,1,0,0
vsi_question_1320,139,2,102.09092712402344,0.023688364773988724,0.0,1,1,0
vsi_question_1320,140,2,56.66868591308594,0.023482713848352432,0.003936128690838814,0,1,0
vsi_question_1320,141,2,52.4683952331543,0.009729016572237015,0.001159793813712895,0,0,0
vsi_question_1320,142,2,64.46637725830078,0.011062294244766235,0.0,0,0,0
vsi_question_1320,143,2,59.312408447265625,0.04455062747001648,0.0021814515348523855,0,1,0
vsi_question_1320,144,2,50.63566589355469,0.029178248718380928,0.0,0,1,0
vsi_question_1320,145,2,60.59695816040039,0.011009763926267624,5.378543210099451e-05,0,0,0
vsi_question_1320,146,2,65.62792205810547,0.04469450190663338,0.0010540365474298596,0,1,0
vsi_question_1320,147,3,81.40338897705078,0.006737836636602879,0.0014800457283854485,0,0,0
vsi_question_1320,148,3,69.8526611328125,-0.00010963296517729759,0.0,0,0,0
vsi_question_1320,149,3,78.76249694824219,0.0075301616452634335,0.003729897318407893,0,0,0
vsi_question_1320,150,3,79.54512023925781,0.020127780735492706,0.0,0,0,0
vsi_question_1320,151,3,71.1358871459961,-0.008422751910984516,0.0025365599431097507,0,0,0
vsi_question_1320,152,3,69.15735626220703,-0.009048908948898315,0.0,0,0,0
vsi_question_1320,153,3,66.5785903930664,0.02126818522810936,0.006559251341968775,0,1,1
vsi_question_1320,154,3,95.20469665527344,-0.008769400417804718,0.0,1,0,0
vsi_question_1320,155,3,77.78875732421875,-0.015365990810096264,0.0,0,0,0
vsi_question_1320,156,3,83.81245422363281,-0.010280444286763668,0.0,0,0,0
vsi_question_1320,157,3,75.80668640136719,0.021390169858932495,0.004218801856040955,0,1,0
vsi_question_1320,158,3,106.33677673339844,-0.004828091710805893,0.0028662029653787613,1,0,0
vsi_question_1320,159,3,97.32920837402344,-0.005763992667198181,0.0,1,0,0
vsi_question_1320,160,3,67.2383804321289,0.01361965574324131,0.0011551035568118095,0,0,0
vsi_question_1320,161,3,81.65829467773438,-0.006295166909694672,0.0031360257416963577,0,0,0
vsi_question_1320,162,3,74.95452880859375,-0.01846855878829956,0.0,0,0,0
vsi_question_1320,163,3,88.9371109008789,0.0003933599218726158,0.0,0,0,0
vsi_question_1320,164,3,86.90229797363281,0.015684744343161583,0.0,0,0,0
vsi_question_1320,165,3,112.94093322753906,-0.004891936667263508,0.0,1,0,0
vsi_question_1320,166,3,100.2874755859375,-0.008432384580373764,0.0,1,0,0
vsi_question_1320,167,3,70.70582580566406,0.01217886433005333,0.0009754612692631781,0,0,0
vsi_question_1320,168,3,93.00119018554688,-0.008365188725292683,0.0,0,0,0
vsi_question_1320,169,3,108.15180206298828,0.003681488335132599,0.003692473052069545,1,0,0
vsi_question_1320,170,3,95.8124771118164,-0.007775118574500084,0.0067239138297736645,1,0,1
vsi_question_1320,171,3,75.1723861694336,0.020282158628106117,0.0,0,1,0
vsi_question_1320,172,3,94.14864349365234,0.011374861001968384,0.0006896922714076936,1,0,0
vsi_question_1320,173,3,76.643798828125,-0.008535858243703842,0.0040880488231778145,0,0,0
vsi_question_1320,174,3,60.74246597290039,0.029337996616959572,0.0004101454687770456,0,1,0
vsi_question_1320,175,3,70.2096939086914,0.005416179075837135,0.0,0,0,0
vsi_question_1320,176,3,83.62609100341797,-0.0015383120626211166,0.0,0,0,0
vsi_question_1320,177,3,87.09169006347656,0.00859471969306469,0.0,0,0,0
vsi_question_1320,178,3,66.66545104980469,0.02114018052816391,0.0012341486290097237,0,1,0
vsi_question_1320,179,3,74.98912048339844,-0.01475498452782631,0.0,0,0,0
vsi_question_1320,180,3,68.44523620605469,-0.01255898829549551,0.003773275762796402,0,0,0
vsi_question_1320,181,3,94.43953704833984,0.01526306476444006,0.0,1,0,0
vsi_question_1320,182,3,174.0712127685547,0.015742631629109383,0.0026289590168744326,1,0,0
vsi_question_1320,183,3,64.84969329833984,-0.007597632706165314,0.012433572672307491,0,0,1
vsi_question_1320,184,3,64.32131958007812,-0.008732066489756107,0.004741917829960585,0,0,0
vsi_question_1320,185,3,250.80332946777344,0.015889547765254974,0.0031126041430979967,1,0,0
vsi_question_1320,186,3,77.50859069824219,-0.007319757714867592,0.0,0,0,0
vsi_question_1320,187,3,49.55572509765625,-0.0002688989043235779,0.0,0,0,0
vsi_question_1320,188,3,65.57260131835938,0.027437180280685425,0.0,0,1,0
vsi_question_1320,189,3,47.806034088134766,0.01963137835264206,0.004793323110789061,0,0,0
vsi_question_1320,190,3,80.1310043334961,0.011531399562954903,0.0,0,0,0
vsi_question_1320,191,3,43.09025955200195,0.0011315373703837395,0.004540855530649424,0,0,0
vsi_question_1320,192,3,69.5196304321289,0.053983964025974274,0.0,0,1,0
vsi_question_1320,193,3,46.271217346191406,0.0543234646320343,0.0025903095956891775,0,1,0
vsi_question_1320,194,3,66.26371002197266,0.01171029545366764,0.0007931014988571405,0,0,0
vsi_question_1320,195,3,67.5089340209961,0.061391375958919525,0.020879440009593964,0,1,1
vsi_question_1320,196,4,78.61483764648438,0.02008695714175701,0.0,0,0,0
vsi_question_1320,197,4,72.09896087646484,0.02000190131366253,0.007928591221570969,0,0,1
vsi_question_1320,198,4,68.08491516113281,0.02903333678841591,0.0,0,1,0
vsi_question_1320,199,4,98.7463607788086,0.020850539207458496,0.0,1,1,0
vsi_question_1320,200,4,63.4881477355957,-0.0114060677587986,0.0,0,0,0
vsi_question_1320,201,4,81.11215209960938,-0.01443562377244234,0.0,0,0,0
vsi_question_1320,202,4,71.45731353759766,0.022708117961883545,6.043895336915739e-05,0,1,0
vsi_question_1320,203,4,74.45481872558594,0.015168524347245693,0.0,0,0,0
vsi_question_1320,204,4,67.53315734863281,-0.006433277390897274,0.0023249422665685415,0,0,0
vsi_question_1320,205,4,58.66273880004883,0.017834573984146118,0.0,0,0,0
vsi_question_1320,206,4,62.86163330078125,0.026778414845466614,0.0,0,1,0
vsi_question_1320,207,4,82.06071472167969,-0.006374369841068983,0.0,0,0,0
vsi_question_1320,208,4,86.81086730957031,-0.013603778555989265,0.0,0,0,0
vsi_question_1320,209,4,77.4527359008789,0.03079681098461151,0.030014924705028534,0,1,1
vsi_question_1320,210,4,108.51567077636719,-0.003989989869296551,0.0,1,0,0
vsi_question_1320,211,4,106.74447631835938,-0.007200359366834164,0.0,1,0,0
vsi_question_1320,212,4,78.66239166259766,0.013402210548520088,0.006938455160707235,0,0,1
vsi_question_1320,213,4,52.17251968383789,0.03360533341765404,0.0,0,1,0
vsi_question_1320,214,4,90.61998748779297,0.000454166904091835,0.0009268768480978906,0,0,0
vsi_question_1320,215,4,115.11624908447266,-0.0049124062061309814,0.0,1,0,0
vsi_question_1320,216,4,77.04415130615234,0.028828972950577736,0.0023466467391699553,0,1,0
vsi_question_1320,217,4,65.55416870117188,0.013254774734377861,0.0,0,0,0
vsi_question_1320,218,4,90.56570434570312,-0.008574221283197403,0.008041868917644024,0,0,1
vsi_question_1320,219,4,67.42230987548828,0.008549187332391739,0.0,0,0,0
vsi_question_1320,220,4,89.74909210205078,0.028776833787560463,0.0023639865685254335,0,1,0
vsi_question_1320,221,4,104.67542266845703,-0.006461786106228828,0.0,1,0,0
vsi_question_1320,222,4,109.93414306640625,-0.010974804870784283,0.004309079609811306,1,0,0
vsi_question_1320,223,4,97.42034912109375,0.014299506321549416,0.010976581834256649,1,0,1
vsi_question_1320,224,4,97.80020141601562,-0.002904479391872883,0.0,1,0,0
vsi_question_1320,225,4,103.86791229248047,-0.01629570871591568,0.005308719351887703,1,0,1
vsi_question_1320,226,4,77.01079559326172,-0.007928338833153248,0.0,0,0,0
vsi_question_1320,227,4,78.64508819580078,0.019847143441438675,0.000551792501937598,0,0,0
vsi_question_1320,228,4,108.39119720458984,-0.01248510554432869,0.01341944932937622,1,0,1
vsi_question_1320,229,4,92.291748046875,-0.006405730731785297,0.0,0,0,0
vsi_question_1320,230,4,62.58350372314453,-0.0013451920822262764,0.0019160887459293008,0,0,0
vsi_question_1320,231,4,173.47865295410156,0.0015766951255500317,0.0,1,0,0
vsi_question_1320,232,4,107.8891372680664,0.000887683592736721,0.0014320090413093567,1,0,0
vsi_question_1320,233,4,113.72047424316406,0.001196633093059063,0.006904395762830973,1,0,1
vsi_question_1320,234,4,242.6127471923828,0.016204290091991425,0.02373499423265457,1,0,1
vsi_question_1320,235,4,102.05441284179688,-0.013260154984891415,0.006761881988495588,1,0,1
vsi_question_1320,236,4,97.42805480957031,-0.002556612016633153,0.03419982269406319,1,0,1
vsi_question_1320,237,4,85.39879608154297,0.019963104277849197,0.0,0,0,0
vsi_question_1320,238,4,80.05101776123047,0.008900904096662998,0.011445115320384502,0,0,1
vsi_question_1320,239,4,61.82378005981445,0.0020458148792386055,0.01183172594755888,0,0,1
vsi_question_1320,240,4,88.76168823242188,-0.01607416942715645,0.0,0,0,0
vsi_question_1320,241,4,95.4584732055664,0.01252635195851326,0.0,1,0,0
vsi_question_1320,242,4,63.27943420410156,0.04588698595762253,0.0,0,1,0
vsi_question_1320,243,4,89.99675750732422,0.00180067028850317,0.004716585855931044,0,0,0
vsi_question_1320,244,4,101.63738250732422,0.019897423684597015,0.014370054937899113,1,0,1
vsi_question_1320,245,5,48.648704528808594,0.053482912480831146,0.027150457724928856,0,1,1
vsi_question_1320,246,5,55.058189392089844,0.006530895829200745,0.0,0,0,0
vsi_question_1320,247,5,47.05087661743164,0.04378334432840347,0.07134096324443817,0,1,1
vsi_question_1320,248,5,75.31317901611328,0.031191442161798477,0.022921204566955566,0,1,1
vsi_question_1320,249,5,42.32756423950195,0.0030863359570503235,0.0038886030670255423,0,0,0
vsi_question_1320,250,5,67.70240020751953,0.023541798815131187,0.009442993439733982,0,1,1
vsi_question_1320,251,5,76.4045181274414,0.035401660948991776,0.07671187072992325,0,1,1
vsi_question_1320,252,5,69.81375885009766,0.015320898965001106,0.0,0,0,0
vsi_question_1320,253,5,33.87054443359375,0.0055480459704995155,0.0,0,0,0
vsi_question_1320,254,5,87.09519958496094,0.01342778280377388,0.0762353464961052,0,0,1
vsi_question_1320,255,5,74.82947540283203,0.03335219994187355,0.11677765846252441,0,1,1
vsi_question_1320,256,5,70.11959075927734,-0.0002446640282869339,0.0,0,0,0
vsi_question_1320,257,5,50.69086837768555,0.01904541626572609,0.0667383000254631,0,0,1
vsi_question_1320,258,5,56.17173767089844,0.010029412806034088,0.36559829115867615,0,0,1
vsi_question_1320,259,5,48.12367248535156,0.0027700047940015793,0.0,0,0,0
vsi_question_1320,260,5,65.64494323730469,-0.007259598933160305,0.0014602566370740533,0,0,0
vsi_question_1320,261,5,45.69304656982422,0.00026682764291763306,0.0,0,0,0
vsi_question_1320,262,5,73.51050567626953,0.015944307669997215,0.0009372588247060776,0,0,0
vsi_question_1320,263,5,59.83682632446289,0.006695673801004887,0.0,0,0,0
vsi_question_1320,264,5,46.072715759277344,-0.012151459231972694,0.0,0,0,0
vsi_question_1320,265,5,44.09770202636719,0.02258901856839657,0.026576293632388115,0,1,1
vsi_question_1320,266,5,130.26165771484375,-0.0021932097151875496,0.0171728003770113,1,0,1
vsi_question_1320,267,5,111.33415222167969,-0.0043115937151014805,0.0,1,0,0
vsi_question_1320,268,5,110.66703796386719,-0.013559531420469284,0.10292744636535645,1,0,1
vsi_question_1320,269,5,71.26095581054688,0.023778676986694336,0.0,0,1,0
vsi_question_1320,270,5,100.11271667480469,0.01284691970795393,0.004315091762691736,1,0,0
vsi_question_1320,271,5,56.79412078857422,0.04130268096923828,0.0,0,1,0
vsi_question_1320,272,5,53.402427673339844,0.03448162227869034,0.0,0,1,0
vsi_question_1320,273,5,91.75178527832031,-0.01114709209650755,0.0,0,0,0
vsi_question_1320,274,5,57.08207702636719,0.009466685354709625,0.005859743803739548,0,0,1
vsi_question_1320,275,5,56.736629486083984,0.006220340728759766,0.0,0,0,0
vsi_question_1320,276,5,83.10591888427734,0.005416315048933029,0.023242393508553505,0,0,1
vsi_question_1320,277,5,68.72151184082031,-0.010938338935375214,0.0,0,0,0
vsi_question_1320,278,5,46.289798736572266,0.032382749021053314,0.0,0,1,0
vsi_question_1320,279,5,86.12020111083984,0.02476496435701847,0.0,0,1,0
vsi_question_1320,280,5,160.94866943359375,0.007924674078822136,0.0,1,0,0
vsi_question_1320,281,5,84.44429779052734,0.010669702664017677,0.0,0,0,0
vsi_question_1320,282,5,60.080284118652344,0.012185879983007908,0.009916086681187153,0,0,1
vsi_question_1320,283,5,246.38206481933594,0.01916549541056156,0.0,1,0,0
vsi_question_1320,284,5,71.33987426757812,-0.009203888475894928,0.0,0,0,0
vsi_question_1320,285,5,94.08247375488281,0.00593403447419405,0.01584502123296261,1,0,1
vsi_question_1320,286,5,56.55936813354492,0.013364854268729687,0.0,0,0,0
vsi_question_1320,287,5,61.03931427001953,0.012137196958065033,0.004977311473339796,0,0,0
vsi_question_1320,288,5,86.59225463867188,-0.005095780827105045,0.005754328798502684,0,0,1
vsi_question_1320,289,5,97.74481201171875,0.0002033878117799759,0.010147206485271454,1,0,1
vsi_question_1320,290,5,69.42034912109375,0.0254649855196476,0.0,0,1,0
vsi_question_1320,291,5,75.56753540039062,0.011206688359379768,0.01571725681424141,0,0,1
vsi_question_1320,292,5,68.5789566040039,0.018857894465327263,0.00010095164179801941,0,0,0
vsi_question_1320,293,5,74.95154571533203,0.03123379871249199,0.027161745354533195,0,1,1
vsi_question_1320,294,6,65.58806610107422,0.019197337329387665,0.013819534331560135,0,0,1
vsi_question_1320,295,6,99.61109924316406,0.002954812254756689,0.007969777099788189,1,0,1
vsi_question_1320,296,6,77.30615997314453,0.02124934270977974,0.02765432745218277,0,1,1
vsi_question_1320,297,6,73.29131317138672,0.01736556924879551,0.022843515500426292,0,0,1
vsi_question_1320,298,6,66.68583679199219,-0.01271666307002306,0.0,0,0,0
vsi_question_1320,299,6,114.75872802734375,0.012639792636036873,0.013586517423391342,1,0,1
vsi_question_1320,300,6,74.39094543457031,0.02817351371049881,0.005395072046667337,0,1,1
vsi_question_1320,301,6,87.06361389160156,0.007509942632168531,0.01689913682639599,0,0,1
vsi_question_1320,302,6,110.76010131835938,-0.007868851535022259,0.0,1,0,0
vsi_question_1320,303,6,81.78759765625,0.004464801866561174,0.000777365465182811,0,0,0
vsi_question_1320,304,6,57.036834716796875,0.03439565375447273,0.0020140197593718767,0,1,0
vsi_question_1320,305,6,131.9102020263672,-0.0006508911028504372,0.0,1,0,0
vsi_question_1320,306,6,86.78839111328125,0.0014133043587207794,0.004110313486307859,0,0,0
vsi_question_1320,307,6,74.82844543457031,0.015299176797270775,0.0029203342273831367,0,0,0
vsi_question_1320,308,6,91.13810729980469,-0.0039893267676234245,0.0072692036628723145,0,0,1
vsi_question_1320,309,6,97.17689514160156,-0.001959238201379776,0.000291094504063949,1,0,0
vsi_question_1320,310,6,82.17459106445312,-0.007490826770663261,0.0,0,0,0
vsi_question_1320,311,6,89.75360870361328,0.01857026480138302,0.0008034482598304749,0,0,0
vsi_question_1320,312,6,136.53773498535156,0.00028460146859288216,0.005391167011111975,1,0,1
vsi_question_1320,313,6,122.74737548828125,-0.011300215497612953,0.0027149312663823366,1,0,0
vsi_question_1320,314,6,83.0362548828125,-0.0064467014744877815,0.0,0,0,0
vsi_question_1320,315,6,43.652774810791016,0.004136574454605579,0.0,0,0,0
vsi_question_1320,316,6,86.07624053955078,-0.030512290075421333,0.0,0,0,0
vsi_question_1320,317,6,82.322998046875,-0.006237955763936043,0.0,0,0,0
vsi_question_1320,318,6,88.95596313476562,0.019645249471068382,0.0,0,0,0
