prompt_index,seed_index,prompt,method,mode,cache_method,method_order_index,seed,status,seconds_including_text_and_vae,self_attention_calls,cross_attention_calls,peak_allocated_mib,video_file,video_sha256,teacache_threshold,model_forwards,computed_model_forwards,cached_model_forwards,computed_call_indices,cached_call_indices,cached_model_forward_fraction,precision_refresh_interval,precision_middle_steps,precision_boundary_steps,precision_model_forwards,precision_dense_model_forwards,precision_approximate_model_forwards,precision_approximate_fraction,hybrid_linear_count,hybrid_dense_calls,hybrid_fp8_calls,hybrid_residual_calls,static_scale_min,static_scale_max
0,1,A red panda runs through a bamboo forest while the camera tracks smoothly.,fp8,fp8,fa3_bf16,2,20260724,ok,6.182030507014133,1200,1200,21534.244140625,p00_fp8_seed20260724.mp4,28a47599d0f405091a7c3e44b5271582da418ea1865188fdcd999f15786839af,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,0,40,1.0,60,0,2400,0,0.0075439452193677425,0.05654297024011612
0,1,A red panda runs through a bamboo forest while the camera tracks smoothly.,fp8_middle1,fp8,fa3_bf16,3,20260724,ok,6.0801034399773926,1200,1200,21533.244140625,p00_fp8_middle1_seed20260724.mp4,23305a81a8c06db025800a7ae3d58fb245a43ad1e5ca829f254297b8683f4811,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,0,0.0075439452193677425,0.05654297024011612
0,1,A red panda runs through a bamboo forest while the camera tracks smoothly.,hybrid_middle1,hybrid,fa3_bf16,4,20260724,ok,6.058709184988402,1200,1200,21535.119140625,p00_hybrid_middle1_seed20260724.mp4,1304ebe0b38ac238543568f2a2b561d0dd64c16277ec1f5566cf90911ad99edd,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
0,1,A red panda runs through a bamboo forest while the camera tracks smoothly.,hybrid_middle1_cache007,hybrid,fa3_bf16_teacache_007,5,20260724,ok,6.095061478001298,1200,1200,21578.982421875,p00_hybrid_middle1_cache007_seed20260724.mp4,1304ebe0b38ac238543568f2a2b561d0dd64c16277ec1f5566cf90911ad99edd,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
0,1,A red panda runs through a bamboo forest while the camera tracks smoothly.,hybrid_middle1_cache008,hybrid,fa3_bf16_teacache_008,6,20260724,ok,6.025130866997642,1140,1140,21578.982421875,p00_hybrid_middle1_cache008_seed20260724.mp4,7b8a9f591e873451503ea585bfb52ce7e0f2a7ecd5555cdef859ed203cfa0a0b,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,1,2,40,38,2,0.05,60,2160,120,120,0.0075439452193677425,0.05654297024011612
0,1,A red panda runs through a bamboo forest while the camera tracks smoothly.,dense,dense,fa3_bf16,7,20260724,ok,6.0549505579983816,1200,1200,21534.244140625,p00_dense_seed20260724.mp4,125addab9f3354c1f91220f0dbb545888b240b9ee3d9fcb3d91ab6d053378d84,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",dense_cache008,dense,fa3_bf16_teacache_008,0,20260723,ok,5.820110742992256,1140,1140,21579.857421875,p01_dense_cache008_seed20260723.mp4,ae9f6bb3a2008cbdb91b7937face2a55145a1ec4642359a7a5ebb4a59f4336f4,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,0,2,40,40,0,0.0,60,2280,0,0,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",fp8,fp8,fa3_bf16,1,20260723,ok,5.83524101099465,1200,1200,21534.119140625,p01_fp8_seed20260723.mp4,39ebb622cff644cbe34551b66506ab7d14a7f440bcc00a4515a439dece740dbf,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,0,40,1.0,60,0,2400,0,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",fp8_middle1,fp8,fa3_bf16,2,20260723,ok,6.022755212994525,1200,1200,21533.244140625,p01_fp8_middle1_seed20260723.mp4,b4cf1f446b82cf633dd65c02a916fa0e0cf78cb457664c4a30a6e215a79a4c90,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,0,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",hybrid_middle1,hybrid,fa3_bf16,3,20260723,ok,6.067254322988447,1200,1200,21535.119140625,p01_hybrid_middle1_seed20260723.mp4,da861f9587a6b43f4072cfde38f9cc5bd5abb073134f6ac66f3cb481b43c31c7,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",hybrid_middle1_cache007,hybrid,fa3_bf16_teacache_007,4,20260723,ok,6.054006154008675,1200,1200,21578.982421875,p01_hybrid_middle1_cache007_seed20260723.mp4,da861f9587a6b43f4072cfde38f9cc5bd5abb073134f6ac66f3cb481b43c31c7,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",hybrid_middle1_cache008,hybrid,fa3_bf16_teacache_008,5,20260723,ok,5.851401290012291,1140,1140,21578.982421875,p01_hybrid_middle1_cache008_seed20260723.mp4,f8054043e6e15b7911ad22dc40a5c11e77ada9fde167d18b409319ccbcfa0f6a,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,1,2,40,38,2,0.05,60,2160,120,120,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",dense,dense,fa3_bf16,6,20260723,ok,6.06129854201572,1200,1200,21534.244140625,p01_dense_seed20260723.mp4,b503aaa3ce94ca5cb9a7bc70f8e8009dbdb3c0764802969449ec7d1ee6e589a0,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
1,0,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",dense_cache007,dense,fa3_bf16_teacache_007,7,20260723,ok,6.053842011024244,1200,1200,21579.857421875,p01_dense_cache007_seed20260723.mp4,b503aaa3ce94ca5cb9a7bc70f8e8009dbdb3c0764802969449ec7d1ee6e589a0,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",fp8,fp8,fa3_bf16,0,20260724,ok,5.923817228002008,1200,1200,21534.119140625,p01_fp8_seed20260724.mp4,4253ba7ed506226ea9b35571d844bc40281dce40c7ef5c5c5eafc265b29e9b8c,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,0,40,1.0,60,0,2400,0,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",fp8_middle1,fp8,fa3_bf16,1,20260724,ok,6.05532113101799,1200,1200,21533.244140625,p01_fp8_middle1_seed20260724.mp4,430bd3a35486ea110f9e700bbee7df252ce5aa025309cfb58fa727c9015a0177,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,0,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",hybrid_middle1,hybrid,fa3_bf16,2,20260724,ok,6.082890757999849,1200,1200,21535.119140625,p01_hybrid_middle1_seed20260724.mp4,c624b6f598bea71610ec6154df978b6784f6d751a47710cf6473f50dd240194f,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",hybrid_middle1_cache007,hybrid,fa3_bf16_teacache_007,3,20260724,ok,6.085072426008992,1200,1200,21578.982421875,p01_hybrid_middle1_cache007_seed20260724.mp4,c624b6f598bea71610ec6154df978b6784f6d751a47710cf6473f50dd240194f,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",hybrid_middle1_cache008,hybrid,fa3_bf16_teacache_008,4,20260724,ok,5.9417375219927635,1140,1140,21578.982421875,p01_hybrid_middle1_cache008_seed20260724.mp4,8c51c4ab41b73451c3189a67754608a88ce902b713a13f856a2e73e4e6ef0484,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,1,2,40,38,2,0.05,60,2160,120,120,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",dense,dense,fa3_bf16,5,20260724,ok,6.058159178995993,1200,1200,21534.244140625,p01_dense_seed20260724.mp4,1158afa0c588ffa2eba4b8a1eec3a457f43499e28a6ff4258adf08142b73f775,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",dense_cache007,dense,fa3_bf16_teacache_007,6,20260724,ok,6.047204610978952,1200,1200,21579.857421875,p01_dense_cache007_seed20260724.mp4,1158afa0c588ffa2eba4b8a1eec3a457f43499e28a6ff4258adf08142b73f775,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
1,1,"A dancer in a flowing red dress spins in the rain on a reflective city street, cinematic slow camera orbit.",dense_cache008,dense,fa3_bf16_teacache_008,7,20260724,ok,5.832431732007535,1140,1140,21579.857421875,p01_dense_cache008_seed20260724.mp4,953e061550f5c043b446c2cb4cc85a3e080a53f5e2a0e5ecdd1ce30af12a1f24,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,0,2,40,40,0,0.0,60,2280,0,0,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",fp8_middle1,fp8,fa3_bf16,0,20260723,ok,6.107298127986724,1200,1200,21534.244140625,p02_fp8_middle1_seed20260723.mp4,0c68fcaad6a00caced78cb47c5185021d3d08c9eeb7373e793d4c6c3cf03fb70,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,0,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",hybrid_middle1,hybrid,fa3_bf16,1,20260723,ok,6.155812206998235,1200,1200,21535.119140625,p02_hybrid_middle1_seed20260723.mp4,ee5511c3afbfbed4a5bbb7bd56fb1715d987a3d01b004f61f312c9380a576053,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",hybrid_middle1_cache007,hybrid,fa3_bf16_teacache_007,2,20260723,ok,6.118596812011674,1200,1200,21578.982421875,p02_hybrid_middle1_cache007_seed20260723.mp4,ee5511c3afbfbed4a5bbb7bd56fb1715d987a3d01b004f61f312c9380a576053,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",hybrid_middle1_cache008,hybrid,fa3_bf16_teacache_008,3,20260723,ok,5.856471136008622,1140,1140,21578.982421875,p02_hybrid_middle1_cache008_seed20260723.mp4,e4114e3c22b6840e760ddc60bd369eaa3980fab8159444aa8735ddab0af066a7,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,1,2,40,38,2,0.05,60,2160,120,120,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",dense,dense,fa3_bf16,4,20260723,ok,6.0490616299794056,1200,1200,21534.244140625,p02_dense_seed20260723.mp4,adf7ee55dd9608bd00892999aade43a081e557dfbc91ad39f43787264531fa63,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",dense_cache007,dense,fa3_bf16_teacache_007,5,20260723,ok,6.142645576008363,1200,1200,21579.857421875,p02_dense_cache007_seed20260723.mp4,adf7ee55dd9608bd00892999aade43a081e557dfbc91ad39f43787264531fa63,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",dense_cache008,dense,fa3_bf16_teacache_008,6,20260723,ok,5.820249309006613,1140,1140,21579.857421875,p02_dense_cache008_seed20260723.mp4,9097c75f5c4210a1b7179f85b933ee7c531e229fb2b4c1466f1885ce8f941d75,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,0,2,40,40,0,0.0,60,2280,0,0,0.0075439452193677425,0.05654297024011612
2,0,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",fp8,fp8,fa3_bf16,7,20260723,ok,5.897135796025395,1200,1200,21534.244140625,p02_fp8_seed20260723.mp4,6a0e170d167e7f2a72af7f55ac61ca41d8952283f8c758e3b7635e1db38dab0d,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,0,40,1.0,60,0,2400,0,0.0075439452193677425,0.05654297024011612
2,1,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",hybrid_middle1,hybrid,fa3_bf16,0,20260724,ok,6.07724625398987,1200,1200,21535.119140625,p02_hybrid_middle1_seed20260724.mp4,ddebe8df981601e3bd9fa6cd2fe434ada0e545abe8790748ea14e7e558b93c10,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
2,1,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",hybrid_middle1_cache007,hybrid,fa3_bf16_teacache_007,1,20260724,ok,6.096745080983965,1200,1200,21578.982421875,p02_hybrid_middle1_cache007_seed20260724.mp4,ddebe8df981601e3bd9fa6cd2fe434ada0e545abe8790748ea14e7e558b93c10,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,1,2,40,38,2,0.05,60,2280,120,120,0.0075439452193677425,0.05654297024011612
2,1,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",hybrid_middle1_cache008,hybrid,fa3_bf16_teacache_008,2,20260724,ok,5.906691073992988,1140,1140,21578.982421875,p02_hybrid_middle1_cache008_seed20260724.mp4,a6dace44f7b9cfdb0858820a0921eaa23699ea42765ff349c6d3c7ab27861106,0.08,40,38,2,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;26;27;28;29;30;31;32;33;34;35;36;37;38;39,24;25,0.05,0,1,2,40,38,2,0.05,60,2160,120,120,0.0075439452193677425,0.05654297024011612
2,1,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",dense,dense,fa3_bf16,3,20260724,ok,6.059172406006837,1200,1200,21534.244140625,p02_dense_seed20260724.mp4,703be78b2291279d541857daa15ab55815ab569eaf0da8865a3e56f975a274eb,,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
2,1,"A silver sports car drifts around a mountain road at sunset, tire smoke trailing behind, smooth tracking shot.",dense_cache007,dense,fa3_bf16_teacache_007,4,20260724,ok,6.08206856099423,1200,1200,21579.857421875,p02_dense_cache007_seed20260724.mp4,703be78b2291279d541857daa15ab55815ab569eaf0da8865a3e56f975a274eb,0.07,40,40,0,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39,,0.0,0,0,2,40,40,0,0.0,60,2400,0,0,0.0075439452193677425,0.05654297024011612
