sample_id,sample_position,layer_index,head_index,exact_group_count,visual_relative_l2,certificate_relative,certificate_valid,remaining_group_count
vsi_question_3132,73,0,11,49,0.09053755551576614,nan,0,343
vsi_question_3132,73,0,12,49,0.052682001143693924,27.205520629882812,1,343
vsi_question_3132,73,0,13,49,0.04746849834918976,14.894952774047852,1,343
vsi_question_3132,73,0,14,49,0.05592818558216095,nan,0,343
vsi_question_3132,73,0,15,49,0.0017812424339354038,nan,0,343
vsi_question_3132,73,0,16,49,0.034051649272441864,nan,0,343
vsi_question_3132,73,0,17,49,0.017903124913573265,nan,0,343
vsi_question_3132,73,0,18,49,0.04639027267694473,nan,0,343
vsi_question_3132,73,0,19,49,0.04731694981455803,nan,0,343
vsi_question_3132,73,0,20,49,0.03260795772075653,nan,0,343
vsi_question_3132,73,0,21,49,0.029423026368021965,1343146.375,1,343
vsi_question_3132,73,0,22,49,0.04868810623884201,13.12290096282959,1,343
vsi_question_3132,73,0,23,49,0.06472752243280411,nan,0,343
vsi_question_3132,73,0,24,49,0.06426278501749039,nan,0,343
vsi_question_3132,73,0,25,49,0.06421586126089096,161.5736083984375,1,343
vsi_question_3132,73,0,26,49,0.06061042472720146,nan,0,343
vsi_question_3132,73,0,27,49,0.07024262100458145,113.82150268554688,1,343
vsi_question_3132,73,0,0,98,0.08460276573896408,nan,0,294
vsi_question_3132,73,0,1,98,0.03320376202464104,nan,0,294
vsi_question_3132,73,0,2,98,0.11667117476463318,nan,0,294
vsi_question_3132,73,0,3,98,0.03977743908762932,nan,0,294
vsi_question_3132,73,0,4,98,0.05138545483350754,39.932647705078125,1,294
vsi_question_3132,73,0,5,98,0.07092572003602982,nan,0,294
vsi_question_3132,73,0,6,98,0.19037283957004547,nan,0,294
vsi_question_3132,73,0,7,98,0.15907306969165802,nan,0,294
vsi_question_3132,73,0,8,98,0.03478437289595604,94.67857360839844,1,294
vsi_question_3132,73,0,9,98,0.08641073852777481,79.2828598022461,1,294
vsi_question_3132,73,0,10,98,0.19643518328666687,nan,0,294
vsi_question_3132,73,0,11,98,0.06027786433696747,nan,0,294
vsi_question_3132,73,0,12,98,0.038407523185014725,18.60127067565918,1,294
vsi_question_3132,73,0,13,98,0.03491698205471039,11.622207641601562,1,294
vsi_question_3132,73,0,14,98,0.04860635846853256,nan,0,294
vsi_question_3132,73,0,15,98,0.001768952701240778,nan,0,294
vsi_question_3132,73,0,16,98,0.0259851086884737,nan,0,294
vsi_question_3132,73,0,17,98,0.014915486797690392,nan,0,294
vsi_question_3132,73,0,18,98,0.03484805300831795,nan,0,294
vsi_question_3132,73,0,19,98,0.03143170103430748,nan,0,294
vsi_question_3132,73,0,20,98,0.0237208753824234,nan,0,294
vsi_question_3132,73,0,21,98,0.012562773190438747,752084.75,1,294
vsi_question_3132,73,0,22,98,0.036542873829603195,9.564851760864258,1,294
vsi_question_3132,73,0,23,98,0.0342528410255909,nan,0,294
vsi_question_3132,73,0,24,98,0.03233041241765022,nan,0,294
vsi_question_3132,73,0,25,98,0.03547875955700874,92.63141632080078,1,294
vsi_question_3132,73,0,26,98,0.025943880900740623,nan,0,294
vsi_question_3132,73,0,27,98,0.036477260291576385,63.7811393737793,1,294
vsi_question_3132,73,0,0,147,0.07507139444351196,nan,0,245
vsi_question_3132,73,0,1,147,0.03275471180677414,nan,0,245
vsi_question_3132,73,0,2,147,0.09718017280101776,nan,0,245
vsi_question_3132,73,0,3,147,0.04776613041758537,nan,0,245
vsi_question_3132,73,0,4,147,0.0407220833003521,29.8712215423584,1,245
vsi_question_3132,73,0,5,147,0.07077416777610779,nan,0,245
vsi_question_3132,73,0,6,147,0.171352818608284,nan,0,245
vsi_question_3132,73,0,7,147,0.10907841473817825,nan,0,245
vsi_question_3132,73,0,8,147,0.023523099720478058,67.262939453125,1,245
vsi_question_3132,73,0,9,147,0.06327103078365326,60.533485412597656,1,245
vsi_question_3132,73,0,10,147,0.15156951546669006,nan,0,245
vsi_question_3132,73,0,11,147,0.038413532078266144,nan,0,245
vsi_question_3132,73,0,12,147,0.02670018933713436,13.079730033874512,1,245
vsi_question_3132,73,0,13,147,0.02497069165110588,8.707807540893555,1,245
vsi_question_3132,73,0,14,147,0.0406327061355114,nan,0,245
vsi_question_3132,73,0,15,147,0.0017628944478929043,nan,0,245
vsi_question_3132,73,0,16,147,0.024667777121067047,nan,0,245
vsi_question_3132,73,0,17,147,0.009165477007627487,nan,0,245
vsi_question_3132,73,0,18,147,0.029953202232718468,nan,0,245
vsi_question_3132,73,0,19,147,0.024845220148563385,nan,0,245
vsi_question_3132,73,0,20,147,0.019817711785435677,nan,0,245
vsi_question_3132,73,0,21,147,0.00875939428806305,431242.8125,1,245
vsi_question_3132,73,0,22,147,0.023518551141023636,6.461355209350586,1,245
vsi_question_3132,73,0,23,147,0.020326705649495125,nan,0,245
vsi_question_3132,73,0,24,147,0.018172528594732285,nan,0,245
vsi_question_3132,73,0,25,147,0.017573634162545204,49.68876647949219,1,245
vsi_question_3132,73,0,26,147,0.017110291868448257,nan,0,245
vsi_question_3132,73,0,27,147,0.016320325434207916,35.908931732177734,1,245
vsi_question_3132,73,0,0,196,0.062358468770980835,nan,0,196
vsi_question_3132,73,0,1,196,0.02443503960967064,nan,0,196
vsi_question_3132,73,0,2,196,0.059529513120651245,nan,0,196
vsi_question_3132,73,0,3,196,0.02958107180893421,nan,0,196
vsi_question_3132,73,0,4,196,0.03227267786860466,22.856340408325195,1,196
vsi_question_3132,73,0,5,196,0.04853479936718941,nan,0,196
vsi_question_3132,73,0,6,196,0.15828217566013336,nan,0,196
vsi_question_3132,73,0,7,196,0.0847431868314743,nan,0,196
vsi_question_3132,73,0,8,196,0.016409920528531075,43.52545166015625,1,196
vsi_question_3132,73,0,9,196,0.0500931553542614,46.74074172973633,1,196
vsi_question_3132,73,0,10,196,0.14029273390769958,nan,0,196
vsi_question_3132,73,0,11,196,0.02638327144086361,nan,0,196
vsi_question_3132,73,0,12,196,0.01865812949836254,8.577880859375,1,196
vsi_question_3132,73,0,13,196,0.019387749955058098,6.508681297302246,1,196
vsi_question_3132,73,0,14,196,0.031143592670559883,nan,0,196
vsi_question_3132,73,0,15,196,0.0007908344850875437,nan,0,196
vsi_question_3132,73,0,16,196,0.020332027226686478,nan,0,196
vsi_question_3132,73,0,17,196,0.005147854331880808,nan,0,196
vsi_question_3132,73,0,18,196,0.02231483720242977,nan,0,196
vsi_question_3132,73,0,19,196,0.018957575783133507,nan,0,196
vsi_question_3132,73,0,20,196,0.011895915493369102,nan,0,196
vsi_question_3132,73,0,21,196,0.004698370583355427,251296.15625,1,196
vsi_question_3132,73,0,22,196,0.017026035115122795,4.500422954559326,1,196
vsi_question_3132,73,0,23,196,0.016779322177171707,nan,0,196
vsi_question_3132,73,0,24,196,0.01593436487019062,nan,0,196
vsi_question_3132,73,0,25,196,0.014155657961964607,31.537206649780273,1,196
vsi_question_3132,73,0,26,196,0.01571580581367016,nan,0,196
vsi_question_3132,73,0,27,196,0.01225184928625822,23.359952926635742,1,196
vsi_question_3132,73,0,0,392,0.0,nan,0,0
vsi_question_3132,73,0,1,392,0.0,nan,0,0
vsi_question_3132,73,0,2,392,0.0,nan,0,0
vsi_question_3132,73,0,3,392,0.0,nan,0,0
vsi_question_3132,73,0,4,392,0.0,0.0,1,0
vsi_question_3132,73,0,5,392,0.0,nan,0,0
vsi_question_3132,73,0,6,392,0.0,nan,0,0
vsi_question_3132,73,0,7,392,0.0,nan,0,0
vsi_question_3132,73,0,8,392,0.0,0.0,1,0
vsi_question_3132,73,0,9,392,0.0,0.0,1,0
vsi_question_3132,73,0,10,392,0.0,nan,0,0
vsi_question_3132,73,0,11,392,0.0,nan,0,0
vsi_question_3132,73,0,12,392,0.0,0.0,1,0
vsi_question_3132,73,0,13,392,0.0,0.0,1,0
vsi_question_3132,73,0,14,392,0.0,nan,0,0
vsi_question_3132,73,0,15,392,0.0,nan,0,0
vsi_question_3132,73,0,16,392,0.0,nan,0,0
vsi_question_3132,73,0,17,392,0.0,nan,0,0
vsi_question_3132,73,0,18,392,0.0,nan,0,0
vsi_question_3132,73,0,19,392,0.0,nan,0,0
vsi_question_3132,73,0,20,392,0.0,nan,0,0
vsi_question_3132,73,0,21,392,0.0,0.0,1,0
vsi_question_3132,73,0,22,392,0.0,0.0,1,0
vsi_question_3132,73,0,23,392,0.0,nan,0,0
vsi_question_3132,73,0,24,392,0.0,nan,0,0
vsi_question_3132,73,0,25,392,0.0,0.0,1,0
vsi_question_3132,73,0,26,392,0.0,nan,0,0
vsi_question_3132,73,0,27,392,0.0,0.0,1,0
vsi_question_3132,73,13,0,0,0.6722254753112793,nan,0,392
vsi_question_3132,73,13,1,0,0.7349330186843872,nan,0,392
vsi_question_3132,73,13,2,0,0.5248779058456421,nan,0,392
vsi_question_3132,73,13,3,0,0.7334837913513184,nan,0,392
vsi_question_3132,73,13,4,0,0.6867882609367371,nan,0,392
vsi_question_3132,73,13,5,0,0.5403032302856445,nan,0,392
vsi_question_3132,73,13,6,0,0.3469409644603729,nan,0,392
vsi_question_3132,73,13,7,0,0.43139636516571045,nan,0,392
vsi_question_3132,73,13,8,0,0.447398841381073,nan,0,392
vsi_question_3132,73,13,9,0,0.41571664810180664,nan,0,392
vsi_question_3132,73,13,10,0,0.24316275119781494,nan,0,392
vsi_question_3132,73,13,11,0,0.2972104847431183,nan,0,392
vsi_question_3132,73,13,12,0,0.31632915139198303,nan,0,392
vsi_question_3132,73,13,13,0,0.43963560461997986,nan,0,392
vsi_question_3132,73,13,14,0,0.608335554599762,nan,0,392
vsi_question_3132,73,13,15,0,0.60567307472229,nan,0,392
vsi_question_3132,73,13,16,0,0.7250480055809021,nan,0,392
vsi_question_3132,73,13,17,0,0.706672191619873,nan,0,392
vsi_question_3132,73,13,18,0,0.5906825661659241,nan,0,392
vsi_question_3132,73,13,19,0,0.6342595815658569,nan,0,392
vsi_question_3132,73,13,20,0,0.7122712135314941,nan,0,392
vsi_question_3132,73,13,21,0,0.6579667329788208,nan,0,392
vsi_question_3132,73,13,22,0,0.7108822464942932,nan,0,392
vsi_question_3132,73,13,23,0,0.6896477937698364,nan,0,392
vsi_question_3132,73,13,24,0,0.745120108127594,nan,0,392
vsi_question_3132,73,13,25,0,0.7681570053100586,nan,0,392
vsi_question_3132,73,13,26,0,0.6877405047416687,nan,0,392
vsi_question_3132,73,13,27,0,0.6363693475723267,nan,0,392
vsi_question_3132,73,13,0,49,0.15292486548423767,nan,0,343
vsi_question_3132,73,13,1,49,0.13744249939918518,nan,0,343
vsi_question_3132,73,13,2,49,0.4601365029811859,nan,0,343
vsi_question_3132,73,13,3,49,0.23598672449588776,nan,0,343
vsi_question_3132,73,13,4,49,0.10925855487585068,nan,0,343
vsi_question_3132,73,13,5,49,0.2220401167869568,nan,0,343
vsi_question_3132,73,13,6,49,0.11572111397981644,nan,0,343
vsi_question_3132,73,13,7,49,0.1831856667995453,nan,0,343
vsi_question_3132,73,13,8,49,0.1498873233795166,nan,0,343
vsi_question_3132,73,13,9,49,0.1303415447473526,nan,0,343
vsi_question_3132,73,13,10,49,0.1677689105272293,nan,0,343
vsi_question_3132,73,13,11,49,0.14368683099746704,nan,0,343
vsi_question_3132,73,13,12,49,0.19167444109916687,nan,0,343
vsi_question_3132,73,13,13,49,0.23471860587596893,nan,0,343
vsi_question_3132,73,13,14,49,0.14353537559509277,nan,0,343
vsi_question_3132,73,13,15,49,0.22515708208084106,nan,0,343
vsi_question_3132,73,13,16,49,0.1180243194103241,nan,0,343
vsi_question_3132,73,13,17,49,0.12982535362243652,nan,0,343
vsi_question_3132,73,13,18,49,0.2496306598186493,nan,0,343
vsi_question_3132,73,13,19,49,0.10349898785352707,nan,0,343
vsi_question_3132,73,13,20,49,0.19620370864868164,nan,0,343
vsi_question_3132,73,13,21,49,0.11966749280691147,nan,0,343
vsi_question_3132,73,13,22,49,0.15098926424980164,nan,0,343
vsi_question_3132,73,13,23,49,0.1886521428823471,nan,0,343
vsi_question_3132,73,13,24,49,0.13444386422634125,nan,0,343
vsi_question_3132,73,13,25,49,0.141680508852005,nan,0,343
vsi_question_3132,73,13,26,49,0.1913079470396042,nan,0,343
vsi_question_3132,73,13,27,49,0.2119549661874771,nan,0,343
vsi_question_3132,73,13,0,98,0.08244264870882034,nan,0,294
vsi_question_3132,73,13,1,98,0.1008492112159729,nan,0,294
vsi_question_3132,73,13,2,98,0.1633252650499344,nan,0,294
vsi_question_3132,73,13,3,98,0.16194626688957214,nan,0,294
vsi_question_3132,73,13,4,98,0.05915834754705429,nan,0,294
vsi_question_3132,73,13,5,98,0.15640342235565186,nan,0,294
vsi_question_3132,73,13,6,98,0.13695749640464783,nan,0,294
vsi_question_3132,73,13,7,98,0.07952851057052612,nan,0,294
vsi_question_3132,73,13,8,98,0.11030025780200958,nan,0,294
vsi_question_3132,73,13,9,98,0.09711485356092453,nan,0,294
vsi_question_3132,73,13,10,98,0.1259644627571106,nan,0,294
vsi_question_3132,73,13,11,98,0.09565668553113937,nan,0,294
vsi_question_3132,73,13,12,98,0.12692959606647491,nan,0,294
vsi_question_3132,73,13,13,98,0.11217842251062393,nan,0,294
vsi_question_3132,73,13,14,98,0.08466502279043198,nan,0,294
vsi_question_3132,73,13,15,98,0.12046261131763458,nan,0,294
vsi_question_3132,73,13,16,98,0.057495880872011185,nan,0,294
vsi_question_3132,73,13,17,98,0.05805724859237671,nan,0,294
vsi_question_3132,73,13,18,98,0.14703892171382904,nan,0,294
vsi_question_3132,73,13,19,98,0.04646414890885353,nan,0,294
vsi_question_3132,73,13,20,98,0.14448602497577667,nan,0,294
vsi_question_3132,73,13,21,98,0.07516606897115707,nan,0,294
vsi_question_3132,73,13,22,98,0.0978655144572258,nan,0,294
vsi_question_3132,73,13,23,98,0.12435421347618103,nan,0,294
vsi_question_3132,73,13,24,98,0.0783502534031868,nan,0,294
vsi_question_3132,73,13,25,98,0.08137771487236023,nan,0,294
vsi_question_3132,73,13,26,98,0.08326315879821777,nan,0,294
vsi_question_3132,73,13,27,98,0.13731718063354492,nan,0,294
vsi_question_3132,73,13,0,147,0.052999455481767654,nan,0,245
vsi_question_3132,73,13,1,147,0.065435029566288,nan,0,245
vsi_question_3132,73,13,2,147,0.10331844538450241,nan,0,245
vsi_question_3132,73,13,3,147,0.1099330484867096,nan,0,245
vsi_question_3132,73,13,4,147,0.029234230518341064,nan,0,245
vsi_question_3132,73,13,5,147,0.09211872518062592,nan,0,245
vsi_question_3132,73,13,6,147,0.1144048422574997,nan,0,245
vsi_question_3132,73,13,7,147,0.049412790685892105,nan,0,245
vsi_question_3132,73,13,8,147,0.09045817703008652,nan,0,245
vsi_question_3132,73,13,9,147,0.074763223528862,nan,0,245
vsi_question_3132,73,13,10,147,0.0807834267616272,nan,0,245
vsi_question_3132,73,13,11,147,0.07308683544397354,nan,0,245
vsi_question_3132,73,13,12,147,0.09263193607330322,nan,0,245
vsi_question_3132,73,13,13,147,0.05168963223695755,nan,0,245
vsi_question_3132,73,13,14,147,0.04999071732163429,nan,0,245
vsi_question_3132,73,13,15,147,0.061586033552885056,nan,0,245
vsi_question_3132,73,13,16,147,0.0251902025192976,nan,0,245
vsi_question_3132,73,13,17,147,0.034301452338695526,nan,0,245
vsi_question_3132,73,13,18,147,0.10874248296022415,nan,0,245
vsi_question_3132,73,13,19,147,0.02357519045472145,nan,0,245
vsi_question_3132,73,13,20,147,0.046062760055065155,nan,0,245
vsi_question_3132,73,13,21,147,0.045088689774274826,nan,0,245
vsi_question_3132,73,13,22,147,0.06400378048419952,nan,0,245
vsi_question_3132,73,13,23,147,0.06808659434318542,nan,0,245
vsi_question_3132,73,13,24,147,0.03802946209907532,nan,0,245
vsi_question_3132,73,13,25,147,0.04000750184059143,nan,0,245
vsi_question_3132,73,13,26,147,0.049798186868429184,nan,0,245
vsi_question_3132,73,13,27,147,0.06752192229032516,nan,0,245
vsi_question_3132,73,13,0,196,0.023365039378404617,nan,0,196
vsi_question_3132,73,13,1,196,0.02824103832244873,nan,0,196
vsi_question_3132,73,13,2,196,0.06567901372909546,nan,0,196
vsi_question_3132,73,13,3,196,0.06673946231603622,nan,0,196
vsi_question_3132,73,13,4,196,0.013186398893594742,nan,0,196
vsi_question_3132,73,13,5,196,0.0558650977909565,nan,0,196
vsi_question_3132,73,13,6,196,0.08853419870138168,nan,0,196
vsi_question_3132,73,13,7,196,0.03265568986535072,nan,0,196
vsi_question_3132,73,13,8,196,0.05380390211939812,nan,0,196
vsi_question_3132,73,13,9,196,0.07254782319068909,nan,0,196
vsi_question_3132,73,13,10,196,0.043650608509778976,nan,0,196
vsi_question_3132,73,13,11,196,0.05680692568421364,nan,0,196
vsi_question_3132,73,13,12,196,0.07741133123636246,nan,0,196
vsi_question_3132,73,13,13,196,0.02961089089512825,nan,0,196
vsi_question_3132,73,13,14,196,0.030970370396971703,nan,0,196
vsi_question_3132,73,13,15,196,0.042384177446365356,nan,0,196
vsi_question_3132,73,13,16,196,0.01250464841723442,nan,0,196
vsi_question_3132,73,13,17,196,0.017163803800940514,nan,0,196
vsi_question_3132,73,13,18,196,0.07603837549686432,nan,0,196
vsi_question_3132,73,13,19,196,0.010200850665569305,nan,0,196
vsi_question_3132,73,13,20,196,0.023603809997439384,nan,0,196
vsi_question_3132,73,13,21,196,0.02382570318877697,nan,0,196
vsi_question_3132,73,13,22,196,0.031201012432575226,nan,0,196
vsi_question_3132,73,13,23,196,0.026325710117816925,nan,0,196
vsi_question_3132,73,13,24,196,0.01847696490585804,nan,0,196
vsi_question_3132,73,13,25,196,0.016451837494969368,nan,0,196
vsi_question_3132,73,13,26,196,0.016144361346960068,nan,0,196
vsi_question_3132,73,13,27,196,0.04661932587623596,nan,0,196
vsi_question_3132,73,13,0,392,0.0,nan,0,0
vsi_question_3132,73,13,1,392,0.0,nan,0,0
vsi_question_3132,73,13,2,392,0.0,nan,0,0
vsi_question_3132,73,13,3,392,0.0,nan,0,0
vsi_question_3132,73,13,4,392,0.0,nan,0,0
vsi_question_3132,73,13,5,392,0.0,nan,0,0
vsi_question_3132,73,13,6,392,0.0,nan,0,0
vsi_question_3132,73,13,7,392,0.0,nan,0,0
vsi_question_3132,73,13,8,392,0.0,nan,0,0
vsi_question_3132,73,13,9,392,0.0,nan,0,0
vsi_question_3132,73,13,10,392,0.0,nan,0,0
vsi_question_3132,73,13,11,392,0.0,nan,0,0
vsi_question_3132,73,13,12,392,0.0,nan,0,0
vsi_question_3132,73,13,13,392,0.0,nan,0,0
vsi_question_3132,73,13,14,392,0.0,nan,0,0
vsi_question_3132,73,13,15,392,0.0,nan,0,0
vsi_question_3132,73,13,16,392,0.0,nan,0,0
vsi_question_3132,73,13,17,392,0.0,nan,0,0
vsi_question_3132,73,13,18,392,0.0,nan,0,0
vsi_question_3132,73,13,19,392,0.0,nan,0,0
vsi_question_3132,73,13,20,392,0.0,nan,0,0
vsi_question_3132,73,13,21,392,0.0,nan,0,0
vsi_question_3132,73,13,22,392,0.0,nan,0,0
vsi_question_3132,73,13,23,392,0.0,nan,0,0
vsi_question_3132,73,13,24,392,0.0,nan,0,0
vsi_question_3132,73,13,25,392,0.0,nan,0,0
vsi_question_3132,73,13,26,392,0.0,nan,0,0
vsi_question_3132,73,13,27,392,0.0,nan,0,0
vsi_question_3132,73,27,0,0,0.8409572839736938,nan,0,392
vsi_question_3132,73,27,1,0,0.7093663811683655,nan,0,392
vsi_question_3132,73,27,2,0,0.6102584004402161,nan,0,392
vsi_question_3132,73,27,3,0,0.6445735096931458,nan,0,392
vsi_question_3132,73,27,4,0,0.6735552549362183,nan,0,392
vsi_question_3132,73,27,5,0,0.5347551703453064,nan,0,392
vsi_question_3132,73,27,6,0,0.7652562856674194,nan,0,392
vsi_question_3132,73,27,7,0,0.1781335175037384,nan,0,392
vsi_question_3132,73,27,8,0,0.19155368208885193,nan,0,392
vsi_question_3132,73,27,9,0,0.09314814954996109,nan,0,392
vsi_question_3132,73,27,10,0,0.9236105680465698,nan,0,392
vsi_question_3132,73,27,11,0,0.27220389246940613,nan,0,392
vsi_question_3132,73,27,12,0,0.5036656856536865,nan,0,392
vsi_question_3132,73,27,13,0,0.7456844449043274,nan,0,392
vsi_question_3132,73,27,14,0,0.6791132092475891,nan,0,392
vsi_question_3132,73,27,15,0,0.4776374399662018,nan,0,392
vsi_question_3132,73,27,16,0,0.4979516565799713,nan,0,392
vsi_question_3132,73,27,17,0,0.8638743162155151,nan,0,392
vsi_question_3132,73,27,18,0,0.8835808038711548,nan,0,392
vsi_question_3132,73,27,19,0,0.3361314535140991,nan,0,392
vsi_question_3132,73,27,20,0,0.801283597946167,nan,0,392
vsi_question_3132,73,27,21,0,0.666994571685791,nan,0,392
vsi_question_3132,73,27,22,0,0.48821863532066345,nan,0,392
vsi_question_3132,73,27,23,0,0.5410159230232239,nan,0,392
vsi_question_3132,73,27,24,0,0.31296083331108093,nan,0,392
vsi_question_3132,73,27,25,0,0.3275778889656067,nan,0,392
vsi_question_3132,73,27,26,0,0.36467504501342773,nan,0,392
vsi_question_3132,73,27,27,0,0.47367140650749207,nan,0,392
vsi_question_3132,73,27,0,49,0.3459029495716095,nan,0,343
vsi_question_3132,73,27,1,49,0.5059202313423157,nan,0,343
vsi_question_3132,73,27,2,49,0.2885010242462158,nan,0,343
vsi_question_3132,73,27,3,49,0.53715580701828,nan,0,343
vsi_question_3132,73,27,4,49,0.5354108810424805,nan,0,343
vsi_question_3132,73,27,5,49,0.4254496991634369,nan,0,343
vsi_question_3132,73,27,6,49,0.4409455955028534,nan,0,343
vsi_question_3132,73,27,7,49,0.13742411136627197,nan,0,343
vsi_question_3132,73,27,8,49,0.11842363327741623,nan,0,343
vsi_question_3132,73,27,9,49,0.07080865651369095,nan,0,343
vsi_question_3132,73,27,10,49,0.00014013399777468294,nan,0,343
vsi_question_3132,73,27,11,49,0.12367027997970581,nan,0,343
vsi_question_3132,73,27,12,49,0.031162621453404427,nan,0,343
vsi_question_3132,73,27,13,49,3.6470696613832843e-06,nan,0,343
vsi_question_3132,73,27,14,49,0.48863735795021057,nan,0,343
vsi_question_3132,73,27,15,49,0.356992244720459,nan,0,343
vsi_question_3132,73,27,16,49,0.40171441435813904,nan,0,343
vsi_question_3132,73,27,17,49,0.3985483646392822,nan,0,343
vsi_question_3132,73,27,18,49,0.4042941927909851,nan,0,343
vsi_question_3132,73,27,19,49,0.22991132736206055,nan,0,343
vsi_question_3132,73,27,20,49,0.44540923833847046,nan,0,343
vsi_question_3132,73,27,21,49,0.16460318863391876,nan,0,343
vsi_question_3132,73,27,22,49,0.29823362827301025,nan,0,343
vsi_question_3132,73,27,23,49,0.2758047878742218,nan,0,343
vsi_question_3132,73,27,24,49,0.22838324308395386,nan,0,343
vsi_question_3132,73,27,25,49,0.156795471906662,nan,0,343
vsi_question_3132,73,27,26,49,0.20346878468990326,nan,0,343
vsi_question_3132,73,27,27,49,0.20465309917926788,nan,0,343
vsi_question_3132,73,27,0,98,0.13013605773448944,nan,0,294
vsi_question_3132,73,27,1,98,0.28198620676994324,nan,0,294
vsi_question_3132,73,27,2,98,0.18632124364376068,nan,0,294
vsi_question_3132,73,27,3,98,0.30532360076904297,nan,0,294
vsi_question_3132,73,27,4,98,0.325893372297287,nan,0,294
vsi_question_3132,73,27,5,98,0.25505781173706055,nan,0,294
vsi_question_3132,73,27,6,98,0.21794986724853516,nan,0,294
vsi_question_3132,73,27,7,98,0.08179819583892822,nan,0,294
vsi_question_3132,73,27,8,98,0.07425961643457413,nan,0,294
vsi_question_3132,73,27,9,98,0.05481879040598869,nan,0,294
vsi_question_3132,73,27,10,98,1.229314392503511e-07,nan,0,294
vsi_question_3132,73,27,11,98,0.07204841822385788,nan,0,294
vsi_question_3132,73,27,12,98,0.0159210953861475,nan,0,294
vsi_question_3132,73,27,13,98,1.472061398999358e-06,nan,0,294
vsi_question_3132,73,27,14,98,0.1958622932434082,nan,0,294
vsi_question_3132,73,27,15,98,0.4377366304397583,nan,0,294
vsi_question_3132,73,27,16,98,0.2957261800765991,nan,0,294
vsi_question_3132,73,27,17,98,0.20108599960803986,nan,0,294
vsi_question_3132,73,27,18,98,0.14907577633857727,nan,0,294
vsi_question_3132,73,27,19,98,0.21790215373039246,nan,0,294
vsi_question_3132,73,27,20,98,0.27988380193710327,nan,0,294
vsi_question_3132,73,27,21,98,0.10382746905088425,nan,0,294
vsi_question_3132,73,27,22,98,0.09674657881259918,nan,0,294
vsi_question_3132,73,27,23,98,0.09763460606336594,nan,0,294
vsi_question_3132,73,27,24,98,0.15233232080936432,nan,0,294
vsi_question_3132,73,27,25,98,0.09220375865697861,nan,0,294
vsi_question_3132,73,27,26,98,0.10706663131713867,nan,0,294
vsi_question_3132,73,27,27,98,0.1181759387254715,nan,0,294
vsi_question_3132,73,27,0,147,0.08254168182611465,nan,0,245
vsi_question_3132,73,27,1,147,0.13815206289291382,nan,0,245
