answer_index,answer_logprob,answer_logprob_delta,beneficial_flip,candidate_correct,candidate_kl,candidate_prediction,candidate_top1_match,dense_native_feature_bytes,feature_relative_l2,harmful_flip,inference_seconds,injection_max_abs,native_feature_state_bytes,prediction_match,reference_candidate_correct,reference_candidate_prediction,sample_id,state_compression_ratio,task,vision_seconds,vocabulary_kl
0,-0.8349851369857788,0.07155656814575195,0,0,0.0019057132303714752,1,1,22478848,0.1622016578912735,0,0.022725341841578484,0.0,2860032,1,0,1,action_antonym_0029,7.859649122807017,action_antonym,0.00984971597790718,0.0019063767977058887
0,-1.1736555099487305,0.09485006332397461,0,0,0.012349076569080353,1,1,22478848,0.19378040730953217,0,0.020355904940515757,0.0,2860032,1,0,1,action_antonym_0030,7.859649122807017,action_antonym,0.009374530054628849,0.012345807626843452
2,-1.0575661659240723,0.08387064933776855,0,0,0.001778817968443036,0,1,22478848,0.17184223234653473,0,0.020469428040087223,0.0,2860032,1,0,0,action_antonym_0031,7.859649122807017,action_antonym,0.013014886993914843,0.001787690562196076
2,-0.11400678008794785,0.0,0,1,0.0,2,1,22478848,0.1723315566778183,0,0.02068329183384776,0.0,2860032,1,1,2,action_antonym_0032,7.859649122807017,action_antonym,0.009667262900620699,3.0030435027583735e-07
0,-2.857701301574707,0.33881378173828125,0,0,0.006790328770875931,1,1,22478848,0.17499090731143951,0,0.02186008170247078,0.0,2860032,1,0,1,action_antonym_0035,7.859649122807017,action_antonym,0.00946086784824729,0.006794697605073452
1,-0.10308174043893814,0.02701791375875473,0,1,0.003084249794483185,1,1,22478848,0.17033161222934723,0,0.021937713958323002,0.0,2860032,1,1,1,action_antonym_0036,7.859649122807017,action_antonym,0.009194111917167902,0.0030854246579110622
2,-2.246541738510132,0.0039424896240234375,0,0,0.0007758650463074446,1,1,22478848,0.17887084186077118,0,0.02099044993519783,0.0,2860032,1,0,1,action_antonym_0037,7.859649122807017,action_antonym,0.00973933283239603,0.0007829066598787904
0,-0.22661195695400238,0.026816532015800476,0,1,0.0013538612984120846,0,1,22478848,0.16666750609874725,0,0.02261097077280283,0.0,2860032,1,1,0,action_antonym_0039,7.859649122807017,action_antonym,0.00990533921867609,0.0013763378374278545
1,-0.010526608675718307,-0.00022450461983680725,0,1,1.3735596439801157e-05,1,1,22478848,0.16932480037212372,0,0.02219952968880534,0.0,2860032,1,1,1,action_antonym_0042,7.859649122807017,action_antonym,0.009132242761552334,1.382535629090853e-05
1,-0.16082902252674103,-0.03327569365501404,0,1,0.00349360890686512,1,1,22478848,0.16559158265590668,0,0.020686544943600893,0.0,2860032,1,1,1,action_antonym_0044,7.859649122807017,action_antonym,0.00980404019355774,0.003492548828944564
0,-0.08967547863721848,-0.02711901068687439,0,1,0.00445260014384985,0,1,22478848,0.16313055157661438,0,0.024117258843034506,0.0,2860032,1,1,0,action_antonym_0048,7.859649122807017,action_antonym,0.009271433111280203,0.004458332434296608
0,-0.0003808011533692479,-7.412268314510584e-05,0,1,8.82788299350068e-06,0,1,22478848,0.18567036092281342,0,0.020552916917949915,0.0,2860032,1,1,0,action_antonym_0052,7.859649122807017,action_antonym,0.009174785111099482,8.833651008899324e-06
0,-0.6158560514450073,0.05450177192687988,0,1,0.0019256975501775742,0,1,22478848,0.17314735054969788,0,0.02068323688581586,0.0,2860032,1,1,0,action_antonym_0053,7.859649122807017,action_antonym,0.009558841120451689,0.0019252586644142866
2,-0.5875394344329834,-0.0536196231842041,0,1,0.0019074027659371495,2,1,22478848,0.1708841621875763,0,0.022463250905275345,0.0,2860032,1,1,2,action_antonym_0054,7.859649122807017,action_antonym,0.010891013778746128,0.0019093980081379414
1,-0.31347811222076416,0.0,0,1,0.0,1,1,22478848,0.175818532705307,0,0.020109776873141527,0.0,2860032,1,1,1,action_antonym_0055,7.859649122807017,action_antonym,0.010316994972527027,2.22651578951627e-06
1,-5.006837844848633,-0.24810123443603516,0,0,0.00024517078418284655,0,1,22478848,0.15943895280361176,0,0.020380721893161535,0.0,2860032,1,0,0,action_antonym_0056,7.859649122807017,action_antonym,0.009864544961601496,0.0002455331268720329
1,-2.63628888130188,0.10402607917785645,0,0,0.0018140445463359356,0,1,22478848,0.15588760375976562,0,0.021451563108712435,0.0,2860032,1,0,0,action_antonym_0061,7.859649122807017,action_antonym,0.01909585716202855,0.0018131602555513382
2,-2.9307448863983154,0.11860871315002441,0,0,0.0003718668594956398,1,1,22478848,0.17315541207790375,0,0.021544049959629774,0.0,2860032,1,0,1,action_antonym_0064,7.859649122807017,action_antonym,0.009323356673121452,0.0003719441592693329
0,-0.4118678867816925,0.0,0,1,0.0,0,1,22478848,0.17983581125736237,0,0.0205258559435606,0.0,2860032,1,1,0,action_antonym_0065,7.859649122807017,action_antonym,0.009562870021909475,5.6981120906129945e-06
1,-0.6435635685920715,0.05990731716156006,0,1,0.0019507743418216705,1,1,22478848,0.1761922687292099,0,0.021434498950839043,0.0,2860032,1,1,1,action_antonym_0067,7.859649122807017,action_antonym,0.009707787074148655,0.0019504741067066789
1,-0.12747988104820251,0.033278077840805054,0,1,0.0037139486521482468,1,1,22478848,0.17467772960662842,0,0.020433995872735977,0.0,2860032,1,1,1,action_antonym_0071,7.859649122807017,action_antonym,0.00918259797617793,0.0037139728665351868
1,-0.9788182973861694,0.0006296038627624512,0,0,3.995739098172635e-05,0,1,22478848,0.16198721528053284,0,0.020715652965009212,0.0,2860032,1,0,0,action_antonym_0072,7.859649122807017,action_antonym,0.016078760847449303,3.9961159927770495e-05
1,-0.6339149475097656,-0.0570182204246521,0,1,0.0019838418811559677,1,1,22478848,0.16433826088905334,0,0.02172883879393339,0.0,2860032,1,1,1,action_antonym_0074,7.859649122807017,action_antonym,0.011666343081742525,0.0019838116131722927
2,-0.16369976103305817,-0.017902538180351257,0,1,0.0009441541042178869,2,1,22478848,0.1551028937101364,0,0.020372589118778706,0.0,2860032,1,1,2,action_antonym_0075,7.859649122807017,action_antonym,0.009601086843758821,0.0009437562548555434
2,-2.8399550914764404,0.0177462100982666,0,0,0.004605770111083984,0,1,22478848,0.17607349157333374,0,0.02058785827830434,0.0,2860032,1,0,0,action_antonym_0076,7.859649122807017,action_antonym,0.00996349984779954,0.0046073561534285545
1,-0.579720139503479,0.11774355173110962,0,1,0.007794853299856186,1,1,22478848,0.17116111516952515,0,0.021599104162305593,0.0,2860032,1,1,1,action_antonym_0077,7.859649122807017,action_antonym,0.009717425797134638,0.007795837242156267
0,-0.006222754251211882,-0.0007596793584525585,0,1,4.998703661840409e-05,0,1,22478848,0.16272982954978943,0,0.019952647853642702,0.0,2860032,1,1,0,action_antonym_0078,7.859649122807017,action_antonym,0.00921159191057086,5.0450991693651304e-05
0,-0.07372993230819702,0.011165529489517212,0,1,0.0008644307963550091,0,1,22478848,0.16553160548210144,0,0.020438047125935555,0.0,2860032,1,1,0,action_antonym_0083,7.859649122807017,action_antonym,0.012318128254264593,0.0008695227443240583
1,-0.4886097013950348,-0.046481162309646606,0,1,0.0018145274370908737,1,1,22478848,0.1561671942472458,0,0.02137036807835102,0.0,2860032,1,1,1,action_antonym_0085,7.859649122807017,action_antonym,0.01227858616039157,0.0018140497850254178
1,-0.6333035826683044,0.0,0,1,0.0,1,1,22478848,0.16358663141727448,0,0.02016717568039894,0.0,2860032,1,1,1,action_antonym_0089,7.859649122807017,action_antonym,0.01012861030176282,2.4515395580237964e-06
1,-0.2037070095539093,0.023682236671447754,0,1,0.0012477785348892212,1,1,22478848,0.17197047173976898,0,0.0206363620236516,0.0,2860032,1,1,1,action_antonym_0090,7.859649122807017,action_antonym,0.01135943504050374,0.0012518428266048431
2,-0.1432182937860489,0.03738929331302643,0,1,0.004135629162192345,2,1,22478848,0.17563769221305847,0,0.021426270250231028,0.0,2860032,1,1,2,action_antonym_0093,7.859649122807017,action_antonym,0.009480439126491547,0.004155435599386692
1,-1.6190102100372314,0.0024503469467163086,0,0,0.00015312345931306481,0,1,22478848,0.16636916995048523,0,0.02003751276060939,0.0,2860032,1,0,0,action_antonym_0094,7.859649122807017,action_antonym,0.009391803294420242,0.0001531755697214976
1,-0.2694588303565979,0.03096616268157959,0,1,0.0014708805829286575,1,1,22478848,0.18115532398223877,0,0.020567746832966805,0.0,2860032,1,1,1,action_antonym_0096,7.859649122807017,action_antonym,0.009762365836650133,0.0014750408008694649
2,-2.0201075077056885,0.0,0,0,0.0,0,1,22478848,0.18424147367477417,0,0.021447022911161184,0.0,2860032,1,0,0,action_antonym_0097,7.859649122807017,action_antonym,0.01925866398960352,3.2157090572582092e-06
1,-0.22591280937194824,6.656348705291748e-05,0,1,4.262023139744997e-06,1,1,22478848,0.17088431119918823,0,0.020274140872061253,0.0,2860032,1,1,1,action_antonym_0098,7.859649122807017,action_antonym,0.009082499891519547,4.238818746671313e-06
2,-0.2056942582130432,0.0,0,1,0.0,2,1,22478848,0.17355236411094666,0,0.02051379531621933,0.0,2860032,1,1,2,action_antonym_0100,7.859649122807017,action_antonym,0.012830165680497885,1.032690022384486e-08
0,-0.1277308613061905,0.03326977789402008,0,1,0.003713296726346016,0,1,22478848,0.18273375928401947,0,0.024290475994348526,0.0,2860032,1,1,0,action_antonym_0104,7.859649122807017,action_antonym,0.011400592979043722,0.003713694168254733
0,-0.6269086599349976,-0.056282639503479004,0,1,0.0019290875643491745,0,1,22478848,0.17199504375457764,0,0.021662164013832808,0.0,2860032,1,1,0,action_antonym_0106,7.859649122807017,action_antonym,0.009074341971427202,0.001930230064317584
2,-0.16100063920021057,0.019606947898864746,0,1,0.0010476924944669008,2,1,22478848,0.16811397671699524,0,0.020558553282171488,0.0,2860032,1,1,2,action_antonym_0108,7.859649122807017,action_antonym,0.010084496811032295,0.0010513244196772575
2,-0.5255423784255981,0.10951364040374756,0,1,0.007703155279159546,2,1,22478848,0.16639795899391174,0,0.022048805840313435,0.0,2860032,1,1,2,action_antonym_0112,7.859649122807017,action_antonym,0.0093264221213758,0.007690922357141972
1,-0.12795881927013397,-0.03807444125413895,0,1,0.006074381992220879,1,1,22478848,0.16699087619781494,0,0.020053722895681858,0.0,2860032,1,1,1,action_antonym_0114,7.859649122807017,action_antonym,0.010496113914996386,0.006077132187783718
0,-0.08917849510908127,0.0,0,1,0.0,0,1,22478848,0.16690926253795624,0,0.020645276177674532,0.0,2860032,1,1,0,action_antonym_0116,7.859649122807017,action_antonym,0.011500397697091103,6.68226434186181e-08
1,-1.914684772491455,0.4402577877044678,0,0,0.012292787432670593,0,1,22478848,0.18236394226551056,0,0.025873431004583836,0.0,2860032,1,0,0,action_antonym_0121,7.859649122807017,action_antonym,0.012250038795173168,0.012284033931791782
0,-0.101951465010643,-0.011012673377990723,0,1,0.0006461972370743752,0,1,22478848,0.17830026149749756,0,0.02057506423443556,0.0,2860032,1,1,0,action_antonym_0124,7.859649122807017,action_antonym,0.009880778845399618,0.0006551296100951731
0,-0.395384281873703,-0.03809443116188049,0,1,0.0016414541751146317,0,1,22478848,0.17149774730205536,0,0.02179543673992157,0.0,2860032,1,1,0,action_antonym_0128,7.859649122807017,action_antonym,0.011253125965595245,0.0016408312367275357
2,-0.11603883653879166,0.014482326805591583,0,1,0.0008129426278173923,2,1,22478848,0.17951615154743195,0,0.020806286949664354,0.0,2860032,1,1,2,action_antonym_0132,7.859649122807017,action_antonym,0.00959369819611311,0.0008132233051583171
0,-1.4260683059692383,0.002622365951538086,0,0,0.00016367947682738304,2,1,22478848,0.18051683902740479,0,0.020224660634994507,0.0,2860032,1,0,2,action_antonym_0134,7.859649122807017,action_antonym,0.012544121127575636,0.00016359642904717475
2,-2.1279587745666504,0.0,0,0,0.0,0,1,22478848,0.16916972398757935,0,0.021213959902524948,0.0,2860032,1,0,0,action_antonym_0135,7.859649122807017,action_antonym,0.010622026864439249,1.8802015802066308e-06
2,-0.3521413207054138,-0.03505071997642517,0,1,0.0015615257434546947,2,1,22478848,0.16071446239948273,0,0.020599796902388334,0.0,2860032,1,1,2,action_antonym_0136,7.859649122807017,action_antonym,0.009532748255878687,0.0015604868531227112
2,-0.20225778222084045,0.050379782915115356,0,1,0.005167254712432623,2,1,22478848,0.17029614746570587,0,0.020607145968824625,0.0,2860032,1,1,2,action_antonym_0138,7.859649122807017,action_antonym,0.009377009235322475,0.005164802074432373
1,-0.23992612957954407,0.06114211678504944,0,1,0.006316177546977997,1,1,22478848,0.17297321557998657,0,0.021261316258460283,0.0,2860032,1,1,1,action_antonym_0140,7.859649122807017,action_antonym,0.011192400008440018,0.006326141767203808
0,-0.04905211925506592,-0.018976133316755295,0,1,0.004202719312161207,0,1,22478848,0.18161633610725403,0,0.020588213112205267,0.0,2860032,1,1,0,action_antonym_0141,7.859649122807017,action_antonym,0.0095313536003232,0.004205671604722738
0,-0.24401015043258667,0.057058095932006836,0,1,0.005469951778650284,0,1,22478848,0.16400747001171112,0,0.019973380956798792,0.0,2860032,1,1,0,action_antonym_0143,7.859649122807017,action_antonym,0.009403633885085583,0.005465736147016287
1,-0.19493119418621063,-0.021030426025390625,0,1,0.001077963039278984,1,1,22478848,0.1698349416255951,0,0.021158989053219557,0.0,2860032,1,1,1,action_antonym_0145,7.859649122807017,action_antonym,0.009437393862754107,0.0010780117008835077
0,-0.43077170848846436,-0.07978489995002747,0,1,0.006735276430845261,0,1,22478848,0.16975723206996918,0,0.020481653977185488,0.0,2860032,1,1,0,action_antonym_0147,7.859649122807017,action_antonym,0.009710493963211775,0.0067328354343771935
0,-0.01493898220360279,0.01305495947599411,0,1,0.00486520491540432,0,1,22478848,0.16700997948646545,0,0.020211825147271156,0.0,2860032,1,1,0,action_antonym_0148,7.859649122807017,action_antonym,0.010175797156989574,0.004885694943368435
1,-2.361530065536499,0.11708903312683105,0,0,0.0010717129334807396,0,1,22478848,0.16501757502555847,0,0.022004046011716127,0.0,2860032,1,0,0,action_antonym_0149,7.859649122807017,action_antonym,0.009700168389827013,0.001073820167221129
0,-0.06255646795034409,0.008041702210903168,0,1,0.0004787733778357506,0,1,22478848,0.1724586933851242,0,0.020442229229956865,0.0,2860032,1,1,0,action_antonym_0150,7.859649122807017,action_antonym,0.00968300411477685,0.0004802744078915566
0,-0.007680410053580999,-0.0008994634263217449,0,1,5.470978794619441e-05,0,1,22478848,0.16828282177448273,0,0.021817584987729788,0.0,2860032,1,1,0,action_antonym_0151,7.859649122807017,action_antonym,0.009404759854078293,5.4832056775921956e-05
1,-0.016261087730526924,0.0021453313529491425,0,1,0.00013443036004900932,1,1,22478848,0.1745625138282776,0,0.0220393231138587,0.0,2860032,1,1,1,action_antonym_0154,7.859649122807017,action_antonym,0.010058881249278784,0.0001345972705166787
2,-0.1430484503507614,0.017618253827095032,0,1,0.0009624278172850609,2,1,22478848,0.17533667385578156,0,0.02047156821936369,0.0,2860032,1,1,2,action_antonym_0155,7.859649122807017,action_antonym,0.009754239115864038,0.0009790336480364203
1,-0.06248726323246956,0.0080331452190876,0,1,0.0004782737232744694,1,1,22478848,0.17942029237747192,0,0.02016954170539975,0.0,2860032,1,1,1,action_antonym_0158,7.859649122807017,action_antonym,0.01024277089163661,0.0004785909259226173
0,-0.004759411793202162,-0.0010364113841205835,0,1,0.00012275163317099214,0,1,22478848,0.17764633893966675,0,0.020824566949158907,0.0,2860032,1,1,0,action_antonym_0159,7.859649122807017,action_antonym,0.01011131377890706,0.00012304994743317366
2,-0.043182145804166794,0.0,0,1,0.0,2,1,22478848,0.16270223259925842,0,0.02071409299969673,0.0,2860032,1,1,2,action_antonym_0163,7.859649122807017,action_antonym,0.009487273637205362,-9.533225409086299e-08
0,-1.0181808471679688,-0.06639689207077026,0,0,0.0027149245142936707,1,1,22478848,0.16599002480506897,0,0.020143013913184404,0.0,2860032,1,0,1,action_antonym_0165,7.859649122807017,action_antonym,0.00965289818122983,0.002714661182835698
0,-0.20237015187740326,-0.021647736430168152,0,1,0.0011032689362764359,0,1,22478848,0.18282271921634674,0,0.02103720512241125,0.0,2860032,1,1,0,action_antonym_0173,7.859649122807017,action_antonym,0.009467009920626879,0.0011047909501940012
2,-0.020914260298013687,-0.002434931695461273,0,1,0.0001462313812226057,2,1,22478848,0.16051633656024933,0,0.02042940305545926,0.0,2860032,1,1,2,action_antonym_0174,7.859649122807017,action_antonym,0.009523498825728893,0.00014720315812155604
0,-0.1273578256368637,-0.04811681807041168,0,1,0.010113243013620377,0,1,22478848,0.1758742481470108,0,0.0206350632943213,0.0,2860032,1,1,0,action_antonym_0175,7.859649122807017,action_antonym,0.015278797131031752,0.010111898183822632
2,-1.1427298784255981,0.0,0,0,0.0,1,1,22478848,0.17552514374256134,0,0.024716821033507586,0.0,2860032,1,0,1,action_antonym_0176,7.859649122807017,action_antonym,0.00937173655256629,1.799940218916163e-05
2,-1.2248058319091797,-0.12067520618438721,0,0,0.01452571153640747,0,1,22478848,0.16219288110733032,0,0.020308441948145628,0.0,2860032,1,0,0,action_antonym_0177,7.859649122807017,action_antonym,0.009485456161201,0.014514503069221973
2,-0.3883556127548218,0.0,0,1,0.0,2,1,22478848,0.16757729649543762,0,0.020011362619698048,0.0,2860032,1,1,2,action_antonym_0178,7.859649122807017,action_antonym,0.013263606000691652,2.527090998682979e-07
0,-0.5785394906997681,-0.05299711227416992,0,1,0.001901436597108841,0,1,22478848,0.18122564256191254,0,0.020862221717834473,0.0,2860032,1,1,0,action_antonym_0181,7.859649122807017,action_antonym,0.010925190057605505,0.0019015006255358458
2,-0.16369976103305817,0.01990649104118347,0,1,0.0010605696588754654,2,1,22478848,0.15665508806705475,0,0.020498394034802914,0.0,2860032,1,1,2,action_antonym_0183,7.859649122807017,action_antonym,0.009505599737167358,0.001060578622855246
0,-0.22591271996498108,0.026503324508666992,0,1,0.0013206371804699302,0,1,22478848,0.16818279027938843,0,0.03483231505379081,0.0,2860032,1,1,0,action_antonym_0185,7.859649122807017,action_antonym,0.010094273835420609,0.001320028561167419
1,-0.007200007792562246,0.0008903364650905132,0,1,5.636061541736126e-05,1,1,22478848,0.16551123559474945,0,0.021078741177916527,0.0,2860032,1,1,1,action_antonym_0186,7.859649122807017,action_antonym,0.012570636812597513,5.740839696954936e-05
1,-0.03396996110677719,0.0043943338096141815,0,1,0.0002700123004615307,1,1,22478848,0.1726408302783966,0,0.01978321000933647,0.0,2860032,1,1,1,action_antonym_0188,7.859649122807017,action_antonym,0.0094741340726614,0.0002701976627577096
0,-0.0009514334378764033,0.00012135133147239685,0,1,7.672133506275713e-06,0,1,22478848,0.17278625071048737,0,0.02376410784199834,0.0,2860032,1,1,0,action_antonym_0190,7.859649122807017,action_antonym,0.009355924092233181,7.93907656770898e-06
2,-0.2018122673034668,-0.07462354004383087,0,1,0.014907285571098328,2,1,22478848,0.18978480994701385,0,0.021239566616714,0.0,2860032,1,1,2,action_antonym_0191,7.859649122807017,action_antonym,0.009672058746218681,0.014900189824402332
0,-0.6965104937553406,-0.06075781583786011,0,1,0.0019499100744724274,0,1,22478848,0.16539838910102844,0,0.020564801059663296,0.0,2860032,1,1,0,action_antonym_0192,7.859649122807017,action_antonym,0.009775236248970032,0.0019500823691487312
2,-0.10274434834718704,0.026654638350009918,0,1,0.0030725374817848206,2,1,22478848,0.1571802794933319,0,0.020270206965506077,0.0,2860032,1,1,2,action_antonym_0194,7.859649122807017,action_antonym,0.010416633915156126,0.0030714268796145916
1,-0.22568035125732422,-0.023992791771888733,0,1,0.0011958517134189606,1,1,22478848,0.16917674243450165,0,0.021529683377593756,0.0,2860032,1,1,1,action_antonym_0195,7.859649122807017,action_antonym,0.015855418052524328,0.0011956103844568133
0,-0.5242667198181152,0.05306524038314819,0,1,0.0019344277679920197,0,1,22478848,0.17507986724376678,0,0.021355395670980215,0.0,2860032,1,1,0,action_antonym_0196,7.859649122807017,action_antonym,0.010389511939138174,0.0019341877195984125
0,-0.6366466283798218,0.12452524900436401,1,1,0.0078034549951553345,0,0,22478848,0.1781553477048874,0,0.02040342940017581,0.0,2860032,0,0,1,action_antonym_0197,7.859649122807017,action_antonym,0.009270869195461273,0.007799881044775248
0,-1.3262138366699219,0.0,0,0,0.0,2,1,22478848,0.17143204808235168,0,0.020847908221185207,0.0,2860032,1,0,2,action_antonym_0199,7.859649122807017,action_antonym,0.009737538173794746,5.68247878618422e-06
0,-1.0223228931427002,0.13860619068145752,0,0,0.007675107568502426,1,1,22478848,0.16904672980308533,0,0.022683518938720226,0.0,2860032,1,0,1,action_count_0000,7.859649122807017,action_count,0.01025104010477662,0.007675820961594582
1,-0.274858683347702,0.031497031450271606,0,1,0.0014873836189508438,1,1,22478848,0.16644161939620972,0,0.020699831191450357,0.0,2860032,1,1,1,action_count_0001,7.859649122807017,action_count,0.009733389131724834,0.0014866425190120935
2,-1.0655601024627686,0.08222901821136475,0,0,0.0017464254051446915,1,1,22478848,0.15479877591133118,0,0.022903156001120806,0.0,2860032,1,0,1,action_count_0003,7.859649122807017,action_count,0.013151037972420454,0.0017482400871813297
1,-0.5652488470077515,0.04486680030822754,0,1,0.001807723194360733,1,1,22478848,0.16664688289165497,0,0.021505195647478104,0.0,2860032,1,1,1,action_count_0005,7.859649122807017,action_count,0.009415202774107456,0.0018063850002363324
0,-1.720357894897461,0.0,0,0,0.0,1,1,22478848,0.16303172707557678,0,0.02177674975246191,0.0,2860032,1,0,1,action_count_0009,7.859649122807017,action_count,0.009849585592746735,3.0189733024599263e-07
1,-1.076784372329712,-0.06828045845031738,0,0,0.0019393712282180786,2,1,22478848,0.15605276823043823,0,0.02029960323125124,0.0,2860032,1,0,2,action_count_0011,7.859649122807017,action_count,0.014819942880421877,0.0019393123220652342
2,-0.5547550916671753,-0.02852952480316162,0,1,0.0013602105900645256,2,1,22478848,0.16045206785202026,0,0.023934747092425823,0.0,2860032,1,1,2,action_count_0012,7.859649122807017,action_count,0.015568246133625507,0.0013590211747214198
2,-1.644347906112671,0.07153928279876709,0,0,0.0037210099399089813,0,1,22478848,0.1775878369808197,0,0.02068052999675274,0.0,2860032,1,0,0,action_count_0013,7.859649122807017,action_count,0.010504578240215778,0.0037189731374382973
2,-0.7446132898330688,0.0,0,1,0.0,2,1,22478848,0.17520476877689362,0,0.020599036943167448,0.0,2860032,1,1,2,action_count_0014,7.859649122807017,action_count,0.010105794295668602,0.00010660464613465592
1,-0.9885329604148865,-0.07664090394973755,0,1,0.0018613338470458984,1,1,22478848,0.15934231877326965,0,0.021246193908154964,0.0,2860032,1,1,1,action_count_0018,7.859649122807017,action_count,0.00980899203568697,0.0018592177657410502
2,-0.8326303362846375,0.049839675426483154,1,1,0.0018802918493747711,2,0,22478848,0.1582033783197403,0,0.020712658297270536,0.0,2860032,0,0,1,action_count_0023,7.859649122807017,action_count,0.009741742629557848,0.0018827840685844421
2,-0.6941115856170654,-0.053187787532806396,0,1,0.0019032228738069534,2,1,22478848,0.15587596595287323,0,0.02030502911657095,0.0,2860032,1,1,2,action_count_0025,7.859649122807017,action_count,0.010347130242735147,0.0019025640795007348
0,-1.5797755718231201,0.039136648178100586,0,0,0.0016927719116210938,2,1,22478848,0.1636473387479782,0,0.02155746193602681,0.0,2860032,1,0,2,action_count_0026,7.859649122807017,action_count,0.012053656857460737,0.0016915787709876895
0,-2.1336240768432617,0.060488224029541016,0,0,0.0019517075270414352,2,1,22478848,0.16989819705486298,0,0.020702743902802467,0.0,2860032,1,0,2,action_count_0028,7.859649122807017,action_count,0.010740083176642656,0.0019513933220878243
2,-0.6361685991287231,-0.02626931667327881,0,1,0.0012808479368686676,2,1,22478848,0.158952996134758,0,0.020603097043931484,0.0,2860032,1,1,2,action_count_0030,7.859649122807017,action_count,0.01201588474214077,0.001301840995438397
1,-0.8270243406295776,0.0,0,1,0.0,1,1,22478848,0.15910154581069946,0,0.02102531585842371,0.0,2860032,1,1,1,action_count_0031,7.859649122807017,action_count,0.014033210929483175,0.00015750016609672457
